Time (s),System Output,ControllerOutput
13709,17,0
13710,65,0
13711,48,0
13712,96,0
13713,118,0
13714,155,0
13715,191,0
13716,212,0
13717,247,0
13718,215,0
13719,179,0
13720,167,0
13721,217,0
13722,251,0
13723,213,0
13724,164,0
13725,179,0
13726,135,0
13727,184,0
13728,197,0
13729,148,0
13730,135,0
13731,95,0
13732,145,0
13733,142,0
13734,181,0
13735,217,0
13736,200,0
13737,247,0
13738,205,0
13739,229,0
13740,243,0
13741,226,0
13742,177,0
13743,129,0
13744,156,0
13745,165,0
13746,141,0
13747,153,0
13748,112,0
13749,107,0
13750,103,0
13751,71,0
13752,53,0
13753,6,0
13754,-44,0
13755,-28,0
13756,-18,0
13757,-38,0
13758,-67,0
13759,-32,0
13760,-43,0
13761,-56,0
13762,-24,0
13763,24,0
13764,9,0
13765,51,0
13766,101,0
13767,51,0
13768,53,0
13769,50,0
13770,86,0
13771,83,0
13772,133,0
13773,163,0
13774,171,0
13775,150,0
13776,139,0
13777,157,0
13778,172,0
13779,218,0
13780,171,0
13781,189,0
13782,207,0
13783,225,0
13784,265,0
13785,280,0
13786,248,0
13787,200,0
13788,199,0
13789,204,0
13790,156,0
13791,164,0
13792,213,0
13793,214,0
13794,172,0
13795,158,0
13796,113,0
13797,115,0
13798,114,0
13799,92,0
13800,139,0
13801,141,0
13802,125,0
13803,102,0
13804,103,0
13805,83,0
13806,63,0
13807,93,0
13808,101,0
13809,123,0
13810,155,0
13811,170,0
13812,215,0
13813,168,0
13814,168,0
13815,179,0
13816,142,0
13817,187,0
13818,178,0
13819,132,0
13820,149,0
13821,174,0
13822,173,0
13823,124,0
13824,131,0
13825,106,0
13826,120,0
13827,72,0
13828,26,0
13829,-21,0
13830,-48,0
13831,-87,0
13832,-49,0
13833,-53,0
13834,-14,0
13835,34,0
13836,62,0
13837,24,0
13838,30,0
13839,47,0
13840,37,0
13841,5,0
13842,50,0
13843,33,0
13844,39,0
13845,18,0
13846,19,0
13847,41,0
13848,50,0
13849,55,0
13850,26,0
13851,-19,0
13852,22,0
13853,-16,0
13854,-26,0
13855,11,0
13856,20,0
13857,8,0
13858,26,0
13859,68,0
13860,90,0
13861,72,0
13862,101,0
13863,122,0
13864,164,0
13865,130,0
13866,153,0
13867,193,0
13868,161,0
13869,115,0
13870,110,0
13871,152,0
13872,127,0
13873,107,0
13874,85,0
13875,86,0
13876,116,0
13877,80,0
13878,81,0
13879,128,0
13880,126,0
13881,162,0
13882,166,0
13883,143,0
13884,187,0
13885,214,0
13886,201,0
13887,248,0
13888,278,0
13889,247,0
13890,277,0
13891,306,0
13892,340,0
13893,318,0
13894,345,0
13895,296,0
13896,314,0
13897,311,0
13898,311,0
13899,286,0
13900,321,0
13901,331,0
13902,286,0
13903,252,0
13904,249,0
13905,221,0
13906,213,0
13907,211,0
13908,180,0
13909,227,0
13910,204,0
13911,157,0
13912,136,0
13913,96,0
13914,100,0
13915,147,0
13916,160,0
13917,186,0
13918,140,0
13919,98,0
13920,148,0
13921,189,0
13922,160,0
13923,128,0
13924,84,0
13925,113,0
13926,88,0
13927,115,0
13928,76,0
13929,35,0
13930,3,0
13931,21,0
13932,62,0
13933,30,0
13934,-8,0
13935,-37,0
13936,-7,0
13937,22,0
13938,14,0
13939,-22,0
13940,-66,0
13941,-49,0
13942,-57,0
13943,-54,0
13944,-51,0
13945,-34,0
13946,-32,0
13947,4,0
13948,37,0
13949,82,0
13950,82,0
13951,97,0
13952,125,0
13953,132,0
13954,155,0
13955,174,0
13956,171,0
13957,175,0
13958,191,0
13959,156,0
13960,108,0
13961,62,0
13962,54,0
13963,50,0
13964,86,0
13965,101,0
13966,60,0
13967,53,0
13968,16,0
13969,47,0
13970,7,0
13971,-42,0
13972,-77,0
13973,-123,0
13974,-92,0
13975,-107,0
13976,-112,0
13977,-70,0
13978,-55,0
13979,-65,0
13980,-62,0
13981,-76,0
13982,-77,0
13983,-120,0
13984,-77,0
13985,-117,0
13986,-99,0
13987,-55,0
13988,-70,0
13989,-68,0
13990,-99,0
13991,-97,0
13992,-120,0
13993,-158,0
13994,-166,0
13995,-210,0
13996,-242,0
13997,-276,0
13998,-292,0
13999,-287,0
14000,-328,0
14001,-372,0
14002,-396,0
14003,-414,0
14004,-451,0
14005,-404,0
14006,-406,0
14007,-380,0
14008,-411,0
14009,-456,0
14010,-497,0
14011,-448,0
14012,-401,0
14013,-416,0
14014,-462,0
14015,-427,0
14016,-421,0
14017,-384,0
14018,-390,0
14019,-366,0
14020,-327,0
14021,-313,0
14022,-295,0
14023,-300,0
14024,-323,0
14025,-373,0
14026,-334,0
14027,-320,0
14028,-302,0
14029,-352,0
14030,-314,0
14031,-345,0
14032,-323,0
14033,-287,0
14034,-269,0
14035,-249,0
14036,-229,0
14037,-269,0
14038,-309,0
14039,-290,0
14040,-286,0
14041,-322,0
14042,-339,0
14043,-355,0
14044,-306,0
14045,-267,0
14046,-224,0
14047,-194,0
14048,-215,0
14049,-202,0
14050,-186,0
14051,-155,0
14052,-145,0
14053,-122,0
14054,-89,0
14055,-63,0
14056,-94,0
14057,-91,0
14058,-75,0
14059,-52,0
14060,-102,0
14061,-104,0
14062,-84,0
14063,-100,0
14064,-150,0
14065,-160,0
14066,-187,0
14067,-194,0
14068,-198,0
14069,-212,0
14070,-234,0
14071,-207,0
14072,-184,0
14073,-155,0
14074,-125,0
14075,-173,0
14076,-176,0
14077,-207,0
14078,-232,0
14079,-221,0
14080,-198,0
14081,-196,0
14082,-161,0
14083,-178,0
14084,-149,0
14085,-102,0
14086,-148,0
14087,-150,0
14088,-107,0
14089,-149,0
14090,-147,0
14091,-102,0
14092,-78,0
14093,-127,0
14094,-129,0
14095,-160,0
14096,-147,0
14097,-109,0
14098,-122,0
14099,-108,0
14100,-150,0
14101,-122,0
14102,-72,0
14103,-37,0
14104,-7,0
14105,-37,0
14106,-5,0
14107,18,0
14108,-27,0
14109,-56,0
14110,-86,0
14111,-122,0
14112,-138,0
14113,-135,0
14114,-179,0
14115,-149,0
14116,-197,0
14117,-176,0
14118,-178,0
14119,-164,0
14120,-151,0
14121,-141,0
14122,-115,0
14123,-98,0
14124,-97,0
14125,-48,0
14126,-73,0
14127,-24,0
14128,11,0
14129,60,0
14130,85,0
14131,83,0
14132,53,0
14133,15,0
14134,3,0
14135,-24,0
14136,-40,0
14137,-18,0
14138,-68,0
14139,-116,0
14140,-128,0
14141,-128,0
14142,-106,0
14143,-128,0
14144,-118,0
14145,-111,0
14146,-75,0
14147,-62,0
14148,-34,0
14149,-56,0
14150,-52,0
14151,-40,0
14152,-28,0
14153,-33,0
14154,-3,0
14155,-28,0
14156,-38,0
14157,-34,0
14158,-14,0
14159,-41,0
14160,-78,0
14161,-28,0
14162,22,0
14163,30,0
14164,-20,0
14165,29,0
14166,13,0
14167,-30,0
14168,7,0
14169,13,0
14170,23,0
14171,-24,0
14172,-28,0
14173,8,0
14174,-15,0
14175,17,0
14176,55,0
14177,25,0
14178,-19,0
14179,-3,0
14180,-47,0
14181,-87,0
14182,-84,0
14183,-82,0
14184,-103,0
14185,-116,0
14186,-120,0
14187,-74,0
14188,-64,0
14189,-53,0
14190,-94,0
14191,-120,0
14192,-107,0
14193,-155,0
14194,-177,0
14195,-132,0
14196,-155,0
14197,-202,0
14198,-178,0
14199,-175,0
14200,-129,0
14201,-95,0
14202,-66,0
14203,-38,0
14204,-20,0
14205,4,0
14206,-29,0
14207,-5,0
14208,4,0
14209,-41,0
14210,-82,0
14211,-108,0
14212,-142,0
14213,-187,0
14214,-232,0
14215,-218,0
14216,-264,0
14217,-270,0
14218,-285,0
14219,-259,0
14220,-284,0
14221,-298,0
14222,-311,0
14223,-294,0
14224,-271,0
14225,-272,0
14226,-224,0
14227,-224,0
14228,-241,0
14229,-270,0
14230,-285,0
14231,-289,0
14232,-259,0
14233,-287,0
14234,-243,0
14235,-199,0
14236,-232,0
14237,-200,0
14238,-151,0
14239,-194,0
14240,-170,0
14241,-129,0
14242,-81,0
14243,-129,0
14244,-85,0
14245,-100,0
14246,-50,0
14247,-94,0
14248,-128,0
14249,-132,0
14250,-181,0
14251,-221,0
14252,-211,0
14253,-256,0
14254,-209,0
14255,-184,0
14256,-209,0
14257,-253,0
14258,-208,0
14259,-197,0
14260,-183,0
14261,-160,0
14262,-111,0
14263,-117,0
14264,-154,0
14265,-139,0
14266,-175,0
14267,-153,0
14268,-200,0
14269,-150,0
14270,-183,0
14271,-159,0
14272,-208,0
14273,-224,0
14274,-239,0
14275,-223,0
14276,-261,0
14277,-301,0
14278,-335,0
14279,-364,0
14280,-347,0
14281,-335,0
14282,-294,0
14283,-276,0
14284,-254,0
14285,-220,0
14286,-171,0
14287,-122,0
14288,-75,0
14289,-122,0
14290,-138,0
14291,-169,0
14292,-211,0
14293,-237,0
14294,-263,0
14295,-221,0
14296,-217,0
14297,-246,0
14298,-205,0
14299,-208,0
14300,-242,0
14301,-238,0
14302,-261,0
14303,-240,0
14304,-192,0
14305,-190,0
14306,-200,0
14307,-197,0
14308,-206,0
14309,-185,0
14310,-191,0
14311,-146,0
14312,-160,0
14313,-178,0
14314,-134,0
14315,-101,0
14316,-147,0
14317,-192,0
14318,-160,0
14319,-111,0
14320,-116,0
14321,-127,0
14322,-137,0
14323,-166,0
14324,-117,0
14325,-131,0
14326,-149,0
14327,-113,0
14328,-63,0
14329,-64,0
14330,-14,0
14331,21,0
14332,41,0
14333,57,0
14334,97,0
14335,72,0
14336,82,0
14337,65,0
14338,19,0
14339,-31,0
14340,16,0
14341,51,0
14342,95,0
14343,130,0
14344,167,0
14345,166,0
14346,199,0
14347,218,0
14348,234,0
14349,276,0
14350,282,0
14351,247,0
14352,232,0
14353,236,0
14354,281,0
14355,314,0
14356,339,0
14357,334,0
14358,341,0
14359,360,0
14360,376,0
14361,364,0
14362,356,0
14363,354,0
14364,361,0
14365,397,0
14366,442,0
14367,397,0
14368,353,0
14369,361,0
14370,399,0
14371,379,0
14372,362,0
14373,354,0
14374,344,0
14375,332,0
14376,357,0
14377,391,0
14378,420,0
14379,438,0
14380,473,0
14381,516,0
14382,543,0
14383,547,0
14384,594,0
14385,595,0
14386,634,0
14387,622,0
14388,616,0
14389,626,0
14390,592,0
14391,613,0
14392,646,0
14393,614,0
14394,629,0
14395,654,0
14396,693,0
14397,687,0
14398,727,0
14399,710,0
14400,726,0
14401,761,0
14402,762,0
14403,776,0
14404,756,0
14405,758,0
14406,717,0
14407,704,0
14408,744,0
14409,715,0
14410,708,0
14411,756,0
14412,715,0
14413,757,0
14414,788,0
14415,760,0
14416,773,0
14417,782,0
14418,794,0
14419,754,0
14420,736,0
14421,779,0
14422,745,0
14423,721,0
14424,765,0
14425,804,0
14426,814,0
14427,821,0
14428,785,0
14429,780,0
14430,779,0
14431,762,0
14432,755,0
14433,734,0
14434,738,0
14435,781,0
14436,775,0
14437,819,0
14438,820,0
14439,865,0
14440,857,0
14441,850,0
14442,877,0
14443,854,0
14444,849,0
14445,816,0
14446,808,0
14447,770,0
14448,807,0
14449,774,0
14450,801,0
14451,851,0
14452,815,0
14453,769,0
14454,776,0
14455,826,0
14456,817,0
14457,839,0
14458,820,0
14459,870,0
14460,902,0
14461,899,0
14462,915,0
14463,871,0
14464,832,0
14465,784,0
14466,829,0
14467,862,0
14468,813,0
14469,812,0
14470,788,0
14471,832,0
14472,794,0
14473,785,0
14474,796,0
14475,808,0
14476,792,0
14477,767,0
14478,720,0
14479,715,0
14480,705,0
14481,719,0
14482,737,0
14483,718,0
14484,698,0
14485,655,0
14486,630,0
14487,588,0
14488,551,0
14489,566,0
14490,575,0
14491,575,0
14492,572,0
14493,526,0
14494,550,0
14495,538,0
14496,515,0
14497,552,0
14498,561,0
14499,596,0
14500,580,0
14501,544,0
14502,540,0
14503,566,0
14504,571,0
14505,567,0
14506,602,0
14507,633,0
14508,680,0
14509,674,0
14510,661,0
14511,648,0
14512,673,0
14513,705,0
14514,659,0
14515,630,0
14516,653,0
14517,688,0
14518,727,0
14519,704,0
14520,710,0
14521,697,0
14522,695,0
14523,649,0
14524,667,0
14525,712,0
14526,713,0
14527,762,0
14528,803,0
14529,764,0
14530,751,0
14531,746,0
14532,787,0
14533,774,0
14534,794,0
14535,746,0
14536,756,0
14537,764,0
14538,740,0
14539,758,0
14540,716,0
14541,713,0
14542,746,0
14543,790,0
14544,835,0
14545,841,0
14546,825,0
14547,829,0
14548,813,0
14549,848,0
14550,819,0
14551,824,0
14552,835,0
14553,842,0
14554,875,0
14555,897,0
14556,917,0
14557,959,0
14558,959,0
14559,913,0
14560,955,0
14561,924,0
14562,917,0
14563,920,0
14564,902,0
14565,873,0
14566,846,0
14567,896,0
14568,914,0
14569,939,0
14570,892,0
14571,901,0
14572,941,0
14573,919,0
14574,899,0
14575,945,0
14576,949,0
14577,953,0
14578,929,0
14579,895,0
14580,942,0
14581,968,0
14582,920,0
14583,892,0
14584,867,0
14585,847,0
14586,846,0
14587,867,0
14588,848,0
14589,875,0
14590,910,0
14591,872,0
14592,864,0
14593,848,0
14594,844,0
14595,894,0
14596,861,0
14597,840,0
14598,851,0
14599,890,0
14600,881,0
14601,868,0
14602,845,0
14603,841,0
14604,885,0
14605,934,0
14606,896,0
14607,889,0
14608,854,0
14609,836,0
14610,871,0
14611,839,0
14612,842,0
14613,816,0
14614,770,0
14615,820,0
14616,859,0
14617,815,0
14618,806,0
14619,807,0
14620,760,0
14621,793,0
14622,821,0
14623,836,0
14624,818,0
14625,857,0
14626,816,0
14627,863,0
14628,891,0
14629,905,0
14630,931,0
14631,971,0
14632,968,0
14633,1015,0
14634,967,0
14635,975,0
14636,933,0
14637,922,0
14638,892,0
14639,892,0
14640,910,0
14641,947,0
14642,961,0
14643,965,0
14644,958,0
14645,999,0
14646,1012,0
14647,978,0
14648,984,0
14649,1023,0
14650,1032,0
14651,1027,0
14652,1047,0
14653,1007,0
14654,1053,0
14655,1028,0
14656,1067,0
14657,1045,0
14658,1025,0
14659,1000,0
14660,991,0
14661,1012,0
14662,1053,0
14663,1070,0
14664,1115,0
14665,1107,0
14666,1088,0
14667,1084,0
14668,1109,0
14669,1121,0
14670,1168,0
14671,1193,0
14672,1235,0
14673,1239,0
14674,1282,0
14675,1269,0
14676,1280,0
14677,1260,0
14678,1274,0
14679,1301,0
14680,1284,0
14681,1329,0
14682,1349,0
14683,1342,0
14684,1377,0
14685,1383,0
14686,1340,0
14687,1311,0
14688,1297,0
14689,1261,0
14690,1241,0
14691,1282,0
14692,1279,0
14693,1312,0
14694,1290,0
14695,1317,0
14696,1332,0
14697,1350,0
14698,1398,0
14699,1424,0
14700,1378,0
14701,1421,0
14702,1392,0
14703,1352,0
14704,1359,0
14705,1333,0
14706,1331,0
14707,1333,0
14708,1339,0
14709,1301,0
14710,1259,0
14711,1276,0
14712,1298,0
14713,1343,0
14714,1366,0
14715,1349,0
14716,1347,0
14717,1309,0
14718,1269,0
14719,1272,0
14720,1235,0
14721,1262,0
14722,1235,0
14723,1240,0
14724,1247,0
14725,1197,0
14726,1153,0
14727,1133,0
14728,1182,0
14729,1157,0
14730,1110,0
14731,1096,0
14732,1101,0
14733,1138,0
14734,1155,0
14735,1169,0
14736,1136,0
14737,1143,0
14738,1102,0
14739,1061,0
14740,1086,0
14741,1092,0
14742,1120,0
14743,1079,0
14744,1054,0
14745,1093,0
14746,1076,0
14747,1116,0
14748,1076,0
14749,1094,0
14750,1106,0
14751,1084,0
14752,1118,0
14753,1164,0
14754,1150,0
14755,1196,0
14756,1245,0
14757,1233,0
14758,1254,0
14759,1257,0
14760,1240,0
14761,1290,0
14762,1241,0
14763,1249,0
14764,1271,0
14765,1226,0
14766,1238,0
14767,1190,0
14768,1220,0
14769,1215,0
14770,1195,0
14771,1193,0
14772,1146,0
14773,1139,0
14774,1166,0
14775,1174,0
14776,1160,0
14777,1183,0
14778,1146,0
14779,1118,0
14780,1127,0
14781,1095,0
14782,1080,0
14783,1036,0
14784,995,0
14785,1006,0
14786,1021,0
14787,1022,0
14788,1010,0
14789,1012,0
14790,991,0
14791,1001,0
14792,954,0
14793,977,0
14794,967,0
14795,918,0
14796,915,0
14797,940,0
14798,901,0
14799,950,0
14800,929,0
14801,923,0
14802,956,0
14803,915,0
14804,944,0
14805,985,0
14806,953,0
14807,903,0
14808,937,0
14809,889,0
14810,913,0
14811,940,0
14812,970,0
14813,1011,0
14814,978,0
14815,947,0
14816,921,0
14817,887,0
14818,839,0
14819,814,0
14820,791,0
14821,754,0
14822,772,0
14823,758,0
14824,764,0
14825,735,0
14826,774,0
14827,733,0
14828,742,0
14829,721,0
14830,687,0
14831,706,0
14832,666,0
14833,676,0
14834,711,0
14835,727,0
14836,725,0
14837,689,0
14838,654,0
14839,690,0
14840,721,0
14841,717,0
14842,714,0
14843,722,0
14844,736,0
14845,730,0
14846,729,0
14847,748,0
14848,754,0
14849,715,0
14850,753,0
14851,756,0
14852,744,0
14853,710,0
14854,732,0
14855,765,0
14856,771,0
14857,775,0
14858,792,0
14859,797,0
14860,808,0
14861,844,0
14862,848,0
14863,872,0
14864,914,0
14865,950,0
14866,980,0
14867,983,0
14868,947,0
14869,993,0
14870,948,0
14871,969,0
14872,989,0
14873,986,0
14874,1011,0
14875,1042,0
14876,1007,0
14877,998,0
14878,1037,0
14879,1037,0
14880,1042,0
14881,1037,0
14882,1080,0
14883,1051,0
14884,1031,0
14885,1002,0
14886,994,0
14887,1005,0
14888,1019,0
14889,1062,0
14890,1053,0
14891,1011,0
14892,1049,0
14893,1083,0
14894,1068,0
14895,1040,0
14896,1051,0
14897,1067,0
14898,1095,0
14899,1082,0
14900,1074,0
14901,1042,0
14902,1035,0
14903,1020,0
14904,990,0
14905,944,0
14906,896,0
14907,867,0
14908,885,0
14909,901,0
14910,913,0
14911,931,0
14912,960,0
14913,927,0
14914,941,0
14915,895,0
14916,878,0
14917,855,0
14918,862,0
14919,842,0
14920,801,0
14921,765,0
14922,758,0
14923,768,0
14924,763,0
14925,734,0
14926,762,0
14927,779,0
14928,790,0
14929,749,0
14930,709,0
14931,695,0
14932,658,0
14933,610,0
14934,617,0
14935,576,0
14936,533,0
14937,531,0
14938,527,0
14939,504,0
14940,507,0
14941,535,0
14942,519,0
14943,532,0
14944,492,0
14945,496,0
14946,506,0
14947,504,0
14948,521,0
14949,515,0
14950,520,0
14951,510,0
14952,462,0
14953,493,0
14954,488,0
14955,460,0
14956,499,0
14957,472,0
14958,432,0
14959,417,0
14960,416,0
14961,381,0
14962,410,0
14963,367,0
14964,394,0
14965,371,0
14966,388,0
14967,438,0
14968,409,0
14969,450,0
14970,435,0
14971,387,0
14972,380,0
14973,387,0
14974,409,0
14975,412,0
14976,369,0
14977,367,0
14978,345,0
14979,307,0
14980,317,0
14981,361,0
14982,316,0
14983,337,0
14984,338,0
14985,321,0
14986,304,0
14987,277,0
14988,308,0
14989,299,0
14990,319,0
14991,331,0
14992,310,0
14993,302,0
14994,261,0
14995,213,0
14996,254,0
14997,216,0
14998,191,0
14999,170,0
15000,172,0
15001,200,0
15002,231,0
15003,262,0
15004,217,0
15005,239,0
15006,231,0
15007,244,0
15008,246,0
15009,226,0
15010,229,0
15011,209,0
15012,256,0
15013,297,0
15014,276,0
15015,261,0
15016,281,0
15017,256,0
15018,231,0
15019,185,0
15020,232,0
15021,213,0
15022,176,0
15023,175,0
15024,147,0
15025,138,0
15026,119,0
15027,93,0
15028,119,0
15029,90,0
15030,130,0
15031,84,0
15032,113,0
15033,121,0
15034,126,0
15035,163,0
15036,194,0
15037,151,0
15038,138,0
15039,146,0
15040,152,0
15041,195,0
15042,217,0
15043,201,0
15044,218,0
15045,252,0
15046,230,0
15047,280,0
15048,230,0
15049,256,0
15050,302,0
15051,304,0
15052,297,0
15053,283,0
15054,245,0
15055,264,0
15056,217,0
15057,258,0
15058,252,0
15059,215,0
15060,262,0
15061,284,0
15062,312,0
15063,344,0
15064,330,0
15065,301,0
15066,282,0
15067,311,0
15068,263,0
15069,257,0
15070,282,0
15071,329,0
15072,306,0
15073,338,0
15074,373,0
15075,327,0
15076,340,0
15077,353,0
15078,392,0
15079,373,0
15080,361,0
15081,365,0
15082,357,0
15083,406,0
15084,428,0
15085,465,0
15086,439,0
15087,436,0
15088,388,0
15089,431,0
15090,442,0
15091,425,0
15092,415,0
15093,441,0
15094,404,0
15095,371,0
15096,368,0
15097,390,0
15098,409,0
15099,457,0
15100,469,0
15101,431,0
15102,455,0
15103,417,0
15104,426,0
15105,464,0
15106,437,0
15107,480,0
15108,431,0
15109,386,0
15110,354,0
15111,320,0
15112,357,0
15113,342,0
15114,359,0
15115,359,0
15116,333,0
15117,289,0
15118,291,0
15119,330,0
15120,330,0
15121,378,0
15122,389,0
15123,389,0
15124,431,0
15125,479,0
15126,463,0
15127,489,0
15128,524,0
15129,485,0
15130,521,0
15131,502,0
15132,542,0
15133,561,0
15134,577,0
15135,539,0
15136,521,0
15137,508,0
15138,500,0
15139,511,0
15140,510,0
15141,529,0
15142,516,0
15143,473,0
15144,504,0
15145,500,0
15146,493,0
15147,451,0
15148,404,0
15149,414,0
15150,400,0
15151,420,0
15152,457,0
15153,476,0
15154,522,0
15155,494,0
15156,488,0
15157,481,0
15158,442,0
15159,394,0
15160,364,0
15161,367,0
15162,371,0
15163,389,0
15164,377,0
15165,378,0
15166,351,0
15167,336,0
15168,323,0
15169,340,0
15170,310,0
15171,342,0
15172,318,0
15173,339,0
15174,291,0
15175,334,0
15176,351,0
15177,336,0
15178,367,0
15179,340,0
15180,372,0
15181,400,0
15182,403,0
15183,410,0
15184,428,0
15185,435,0
15186,451,0
15187,452,0
15188,433,0
15189,469,0
15190,431,0
15191,418,0
15192,452,0
15193,496,0
15194,509,0
15195,536,0
15196,570,0
15197,548,0
15198,568,0
15199,579,0
15200,610,0
15201,596,0
15202,637,0
15203,622,0
15204,607,0
15205,632,0
15206,636,0
15207,677,0
15208,638,0
15209,629,0
15210,677,0
15211,673,0
15212,642,0
15213,595,0
15214,574,0
15215,584,0
15216,562,0
15217,585,0
15218,553,0
15219,566,0
15220,588,0
15221,623,0
15222,580,0
15223,578,0
15224,571,0
15225,612,0
15226,650,0
15227,606,0
15228,556,0
15229,599,0
15230,581,0
15231,598,0
15232,624,0
15233,603,0
15234,560,0
15235,598,0
15236,560,0
15237,594,0
15238,578,0
15239,604,0
15240,626,0
15241,645,0
15242,596,0
15243,594,0
15244,556,0
15245,558,0
15246,520,0
15247,472,0
15248,514,0
15249,507,0
15250,534,0
15251,486,0
15252,447,0
15253,441,0
15254,478,0
15255,431,0
15256,405,0
15257,446,0
15258,426,0
15259,414,0
15260,421,0
15261,463,0
15262,508,0
15263,526,0
15264,544,0
15265,507,0
15266,528,0
15267,502,0
15268,507,0
15269,511,0
15270,507,0
15271,534,0
15272,499,0
15273,458,0
15274,426,0
15275,392,0
15276,436,0
15277,390,0
15278,344,0
15279,309,0
15280,352,0
15281,383,0
15282,400,0
15283,368,0
15284,330,0
15285,301,0
15286,300,0
15287,256,0
15288,250,0
15289,287,0
15290,267,0
15291,313,0
15292,293,0
15293,325,0
15294,369,0
15295,407,0
15296,392,0
15297,437,0
15298,466,0
15299,426,0
15300,410,0
15301,389,0
15302,364,0
15303,339,0
15304,387,0
15305,363,0
15306,334,0
15307,339,0
15308,301,0
15309,267,0
15310,305,0
15311,258,0
15312,261,0
15313,225,0
15314,222,0
15315,226,0
15316,185,0
15317,177,0
15318,210,0
15319,215,0
15320,169,0
15321,146,0
15322,166,0
15323,210,0
15324,222,0
15325,187,0
15326,199,0
15327,242,0
15328,220,0
15329,248,0
15330,257,0
15331,298,0
15332,298,0
15333,303,0
15334,255,0
15335,297,0
15336,291,0
15337,304,0
15338,294,0
15339,322,0
15340,312,0
15341,317,0
15342,348,0
15343,361,0
15344,373,0
15345,390,0
15346,428,0
15347,439,0
15348,472,0
15349,518,0
15350,563,0
15351,554,0
15352,553,0
15353,574,0
15354,544,0
15355,511,0
15356,499,0
15357,507,0
15358,462,0
15359,444,0
15360,480,0
15361,474,0
15362,480,0
15363,522,0
15364,564,0
15365,560,0
15366,550,0
15367,530,0
15368,506,0
15369,532,0
15370,563,0
15371,551,0
15372,553,0
15373,537,0
15374,559,0
15375,566,0
15376,587,0
15377,541,0
15378,527,0
15379,516,0
15380,512,0
15381,492,0
15382,527,0
15383,520,0
15384,535,0
15385,503,0
15386,547,0
15387,569,0
15388,615,0
15389,585,0
15390,549,0
15391,553,0
15392,542,0
15393,524,0
15394,491,0
15395,476,0
15396,450,0
15397,497,0
15398,448,0
15399,462,0
15400,466,0
15401,497,0
15402,492,0
15403,451,0
15404,486,0
15405,492,0
15406,447,0
15407,479,0
15408,510,0
15409,524,0
15410,498,0
15411,537,0
15412,572,0
15413,531,0
15414,514,0
15415,551,0
15416,578,0
15417,572,0
15418,526,0
15419,575,0
15420,586,0
15421,606,0
15422,639,0
15423,653,0
15424,615,0
15425,582,0
15426,584,0
15427,555,0
15428,578,0
15429,537,0
15430,530,0
15431,547,0
15432,546,0
15433,586,0
15434,615,0
15435,645,0
15436,639,0
15437,618,0
15438,639,0
15439,668,0
15440,659,0
15441,700,0
15442,657,0
15443,688,0
15444,715,0
15445,745,0
15446,734,0
15447,747,0
15448,747,0
15449,724,0
15450,692,0
15451,688,0
15452,716,0
15453,741,0
15454,772,0
15455,819,0
15456,849,0
15457,838,0
15458,867,0
15459,865,0
15460,890,0
15461,915,0
15462,910,0
15463,923,0
15464,925,0
15465,966,0
15466,974,0
15467,1008,0
15468,982,0
15469,956,0
15470,949,0
15471,900,0
15472,893,0
15473,931,0
15474,962,0
15475,957,0
15476,956,0
15477,920,0
15478,960,0
15479,930,0
15480,926,0
15481,944,0
15482,933,0
15483,917,0
15484,889,0
15485,861,0
15486,884,0
15487,863,0
15488,854,0
15489,884,0
15490,855,0
15491,896,0
15492,876,0
15493,849,0
15494,851,0
15495,825,0
15496,808,0
15497,807,0
15498,784,0
15499,772,0
15500,809,0
15501,833,0
15502,874,0
15503,912,0
15504,956,0
15505,922,0
15506,953,0
15507,926,0
15508,882,0
15509,930,0
15510,964,0
15511,978,0
15512,987,0
15513,966,0
15514,936,0
15515,983,0
15516,947,0
15517,932,0
15518,902,0
15519,865,0
15520,853,0
15521,812,0
15522,834,0
15523,856,0
15524,832,0
15525,814,0
15526,792,0
15527,786,0
15528,759,0
15529,800,0
15530,834,0
15531,845,0
15532,885,0
15533,867,0
15534,898,0
15535,851,0
15536,875,0
15537,901,0
15538,928,0
15539,906,0
15540,949,0
15541,979,0
15542,1029,0
15543,1050,0
15544,1083,0
15545,1055,0
15546,1101,0
15547,1126,0
15548,1174,0
15549,1151,0
15550,1152,0
15551,1139,0
15552,1111,0
15553,1150,0
15554,1101,0
15555,1083,0
15556,1061,0
15557,1075,0
15558,1110,0
15559,1140,0
15560,1180,0
15561,1207,0
15562,1160,0
15563,1151,0
15564,1176,0
15565,1128,0
15566,1090,0
15567,1045,0
15568,1047,0
15569,1080,0
15570,1122,0
15571,1148,0
15572,1131,0
15573,1161,0
15574,1209,0
15575,1258,0
15576,1272,0
15577,1266,0
15578,1258,0
15579,1241,0
15580,1263,0
15581,1249,0
15582,1249,0
15583,1287,0
15584,1329,0
15585,1360,0
15586,1341,0
15587,1312,0
15588,1284,0
15589,1282,0
15590,1285,0
15591,1279,0
15592,1277,0
15593,1251,0
15594,1208,0
15595,1242,0
15596,1221,0
15597,1171,0
15598,1206,0
15599,1212,0
15600,1183,0
15601,1200,0
15602,1195,0
15603,1231,0
15604,1193,0
15605,1234,0
15606,1226,0
15607,1261,0
15608,1252,0
15609,1259,0
15610,1277,0
15611,1277,0
15612,1237,0
15613,1212,0
15614,1207,0
15615,1208,0
15616,1235,0
15617,1281,0
