Time (s),Altitude,Controller Output,Ascent Rate (m/s),Filtered Ascent Rate (m/s)
996,6331008,0,7656,6915
997,6337031,0,6023,6896
998,6343632,0,6601,6890
999,6351040,0,7408,6900
1000,6358273,0,7233,6906
1001,6365255,0,6982,6906
1002,6371889,0,6634,6899
1003,6380357,0,8468,6930
1004,6387467,0,7110,6933
1005,6394878,0,7411,6942
1006,6399475,0,4597,6894
1007,6404796,0,5321,6862
1008,6411388,0,6592,6855
1009,6419572,0,8184,6880
1010,6428928,0,9356,6929
1011,6436299,0,7371,6937
1012,6443090,0,6791,6933
1013,6449282,0,6192,6917
1014,6457061,0,7779,6933
1015,6464534,0,7473,6943
1016,6470997,0,6463,6933
1017,6481124,0,10127,6996
1018,6487716,0,6592,6987
1019,6495103,0,7387,6994
1020,6505790,0,10687,7067
1021,6514602,0,8812,7101
1022,6523284,0,8682,7131
1023,6528879,0,5595,7099
1024,6535225,0,6346,7083
1025,6542478,0,7253,7086
1026,6552349,0,9871,7141
1027,6557742,0,5393,7105
1028,6564921,0,7179,7105
1029,6573418,0,8497,7131
1030,6583178,0,9760,7183
1031,6591456,0,8278,7204
1032,6598774,0,7318,7205
1033,6607786,0,9012,7240
1034,6614954,0,7168,7238
1035,6622963,0,8009,7253
1036,6630445,0,7482,7256
1037,6634676,0,4231,7194
1038,6641840,0,7164,7193
1039,6647724,0,5884,7166
1040,6655426,0,7702,7176
1041,6661987,0,6561,7163
1042,6666661,0,4674,7112
1043,6672807,0,6146,7091
1044,6679542,0,6735,7083
1045,6686724,0,7182,7084
1046,6693734,0,7010,7082
1047,6698827,0,5093,7041
1048,6704022,0,5195,7003
1049,6710767,0,6745,6996
1050,6718162,0,7395,7003
1051,6724384,0,6222,6986
1052,6732580,0,8196,7009
1053,6736908,0,4328,6954
1054,6742138,0,5230,6918
1055,6748031,0,5893,6896
1056,6753660,0,5629,6870
1057,6757876,0,4216,6816
1058,6767504,0,9628,6871
1059,6775042,0,7538,6883
1060,6782020,0,6978,6884
1061,6791379,0,9359,6933
1062,6795621,0,4242,6878
1063,6805009,0,9388,6927
1064,6812128,0,7119,6930
1065,6818879,0,6751,6926
1066,6824336,0,5457,6896
1067,6830228,0,5892,6875
1068,6839914,0,9686,6930
1069,6844064,0,4150,6874
1070,6850827,0,6763,6871
1071,6855649,0,4822,6829
1072,6861827,0,6178,6815
1073,6866798,0,4971,6777
1074,6874883,0,8085,6802
1075,6878487,0,3604,6737
1076,6888235,0,9748,6796
1077,6895262,0,7027,6800
1078,6902441,0,7179,6807
1079,6910490,0,8049,6830
1080,6914996,0,4506,6783
1081,6920420,0,5424,6755
1082,6928415,0,7995,6778
1083,6934157,0,5742,6756
1084,6940777,0,6620,6752
1085,6948584,0,7807,6772
1086,6955978,0,7394,6783
1087,6961900,0,5922,6765
1088,6972672,0,10772,6844
1089,6979284,0,6612,6839
1090,6986202,0,6918,6840
1091,6993000,0,6798,6838
1092,7000940,0,7940,6859
1093,7008328,0,7388,6868
1094,7015513,0,7185,6873
1095,7022694,0,7181,6878
1096,7026264,0,3570,6811
1097,7030054,0,3790,6749
1098,7040543,0,10489,6823
1099,7050552,0,10009,6886
1100,7059091,0,8539,6918
1101,7065728,0,6637,6911
1102,7075171,0,9443,6960
1103,7082689,0,7518,6970
1104,7091358,0,8669,7003
1105,7100252,0,8894,7039
1106,7105672,0,5420,7006
1107,7114030,0,8358,7032
1108,7120594,0,6564,7022
1109,7126925,0,6331,7007
1110,7134693,0,7768,7021
1111,7142043,0,7350,7027
1112,7149115,0,7072,7027
1113,7155656,0,6541,7016
1114,7163850,0,8194,7038
1115,7168173,0,4323,6983
1116,7175240,0,7067,6984
1117,7181077,0,5837,6960
1118,7192185,0,11108,7042
1119,7198988,0,6803,7037
1120,7206292,0,7304,7042
1121,7214242,0,7950,7060
1122,7219058,0,4816,7014
1123,7226904,0,7846,7029
1124,7234551,0,7647,7040
1125,7241335,0,6784,7034
1126,7248947,0,7612,7045
1127,7256523,0,7576,7055
1128,7265355,0,8832,7089
1129,7272865,0,7510,7097
1130,7280198,0,7333,7101
1131,7284646,0,4448,7046
1132,7292079,0,7433,7053
1133,7299241,0,7162,7054
1134,7305561,0,6320,7038
1135,7312311,0,6750,7032
1136,7317957,0,5646,7003
1137,7324447,0,6490,6991
1138,7334302,0,9855,7048
1139,7344216,0,9914,7105
1140,7354378,0,10162,7165
1141,7359938,0,5560,7132
1142,7366642,0,6704,7123
1143,7374165,0,7523,7130
1144,7382259,0,8094,7148
1145,7389128,0,6869,7142
1146,7394363,0,5235,7103
1147,7401233,0,6870,7097
1148,7408442,0,7209,7099
1149,7413895,0,5453,7066
1150,7420355,0,6460,7053
1151,7428413,0,8058,7072
1152,7436917,0,8504,7100
1153,7443773,0,6856,7095
1154,7454557,0,10784,7168
1155,7462615,0,8058,7185
1156,7468734,0,6119,7163
1157,7475756,0,7022,7159
1158,7482971,0,7215,7159
1159,7490055,0,7084,7156
1160,7494576,0,4521,7102
1161,7504250,0,9674,7152
1162,7511827,0,7577,7159
1163,7519075,0,7248,7159
1164,7528255,0,9180,7198
1165,7534710,0,6455,7183
1166,7542781,0,8071,7200
1167,7553315,0,10534,7266
1168,7564483,0,11168,7343
1169,7571612,0,7129,7338
1170,7578209,0,6597,7322
1171,7586620,0,8411,7343
1172,7593613,0,6993,7335
1173,7601073,0,7460,7337
1174,7609061,0,7988,7349
1175,7614972,0,5911,7320
1176,7621639,0,6667,7306
1177,7629595,0,7956,7318
1178,7635400,0,5805,7287
1179,7641409,0,6009,7261
1180,7649689,0,8280,7280
1181,7654584,0,4895,7231
1182,7663041,0,8457,7255
1183,7672764,0,9723,7303
1184,7679948,0,7184,7299
1185,7687262,0,7314,7299
1186,7691920,0,4658,7246
1187,7696289,0,4369,7188
1188,7703782,0,7493,7193
1189,7709940,0,6158,7172
1190,7718536,0,8596,7199
1191,7723952,0,5416,7163
1192,7733065,0,9113,7201
1193,7741432,0,8367,7223
1194,7750982,0,9550,7269
1195,7758233,0,7251,7268
1196,7766523,0,8290,7287
1197,7773783,0,7260,7286
1198,7779702,0,5919,7258
1199,7786185,0,6483,7241
1200,7795648,0,9463,7285
1201,7803066,0,7418,7287
1202,7809825,0,6759,7276
1203,7818580,0,8755,7305
1204,7825365,0,6785,7293
1205,7831754,0,6389,7274
1206,7839881,0,8127,7290
1207,7847496,0,7615,7296
1208,7852789,0,5293,7255
1209,7857638,0,4849,7205
1210,7864311,0,6673,7193
1211,7870084,0,5773,7164
1212,7878466,0,8382,7187
1213,7887210,0,8744,7217
1214,7895460,0,8250,7237
1215,7902033,0,6573,7223
1216,7909257,0,7224,7222
1217,7917641,0,8384,7244
1218,7925108,0,7467,7248
1219,7931503,0,6395,7230
1220,7937837,0,6334,7211
1221,7943684,0,5847,7182
1222,7950526,0,6842,7174
1223,7959821,0,9295,7215
1224,7966834,0,7013,7210
1225,7976669,0,9835,7261
1226,7983689,0,7020,7255
1227,7993300,0,9611,7301
1228,8000799,0,7499,7303
1229,8008264,0,7465,7305
1230,8014585,0,6321,7284
1231,8021116,0,6531,7268
1232,8028494,0,7378,7269
1233,8037389,0,8895,7300
1234,8043112,0,5723,7268
1235,8050816,0,7704,7276
1236,8059552,0,8736,7304
1237,8066669,0,7117,7299
1238,8074147,0,7478,7302
1239,8081349,0,7202,7299
1240,8089341,0,7992,7312
1241,8097971,0,8630,7337
1242,8108180,0,10209,7394
1243,8116251,0,8071,7407
1244,8123570,0,7319,7404
1245,8131279,0,7709,7409
1246,8136938,0,5659,7373
1247,8141677,0,4739,7319
1248,8152201,0,10524,7382
1249,8156224,0,4023,7314
1250,8163835,0,7611,7319
1251,8169089,0,5254,7277
1252,8175768,0,6679,7264
1253,8185340,0,9572,7309
1254,8192067,0,6727,7296
1255,8198764,0,6697,7283
1256,8205955,0,7191,7280
1257,8216151,0,10196,7337
1258,8223830,0,7679,7343
1259,8233161,0,9331,7382
1260,8240722,0,7561,7385
1261,8248135,0,7413,7385
1262,8254730,0,6595,7368
1263,8261928,0,7198,7363
1264,8267727,0,5799,7330
1265,8277735,0,10008,7383
1266,8287762,0,10027,7435
1267,8294656,0,6894,7423
1268,8298479,0,3823,7350
1269,8307441,0,8962,7382
1270,8315692,0,8251,7399
1271,8321785,0,6093,7372
1272,8333096,0,11311,7450
1273,8339023,0,5927,7419
1274,8347990,0,8967,7449
1275,8354243,0,6253,7425
1276,8361785,0,7542,7426
1277,8369116,0,7331,7423
1278,8379015,0,9899,7471
1279,8384976,0,5961,7440
1280,8391588,0,6612,7423
1281,8398129,0,6541,7404
1282,8405448,0,7319,7401
1283,8413632,0,8184,7415
1284,8420081,0,6449,7394
1285,8428083,0,8002,7406
1286,8436279,0,8196,7420
1287,8444437,0,8158,7434
1288,8453044,0,8607,7457
1289,8461517,0,8473,7476
1290,8466890,0,5373,7433
1291,8474321,0,7431,7432
1292,8482929,0,8608,7455
1293,8489943,0,7014,7445
1294,8497756,0,7813,7452
1295,8504945,0,7189,7445
1296,8512396,0,7451,7445
1297,8519489,0,7093,7437
1298,8528243,0,8754,7463
1299,8534116,0,5873,7430
1300,8541773,0,7657,7434
1301,8546983,0,5210,7389
1302,8554469,0,7486,7390
1303,8561372,0,6903,7380
1304,8569981,0,8609,7404
1305,8577003,0,7022,7395
1306,8585306,0,8303,7413
1307,8592640,0,7334,7410
1308,8600710,0,8070,7422
1309,8605757,0,5047,7373
1310,8615206,0,9449,7413
1311,8624216,0,9010,7444
1312,8628914,0,4698,7388
1313,8640020,0,11106,7462
1314,8648311,0,8291,7477
1315,8654067,0,5756,7442
1316,8662683,0,8616,7465
1317,8671746,0,9063,7496
1318,8676261,0,4515,7436
1319,8684482,0,8221,7451
1320,8692054,0,7572,7452
1321,8699912,0,7858,7459
1322,8708556,0,8644,7481
1323,8717736,0,9180,7514
1324,8726142,0,8406,7531
1325,8733951,0,7809,7536
1326,8740129,0,6178,7508
1327,8746223,0,6094,7478
1328,8754441,0,8218,7492
1329,8760085,0,5644,7454
1330,8765851,0,5766,7419
1331,8774720,0,8869,7447
1332,8784234,0,9514,7488
1333,8792308,0,8074,7499
1334,8798316,0,6008,7469
1335,8805789,0,7473,7468
1336,8813732,0,7943,7476
1337,8819502,0,5770,7441
1338,8824743,0,5241,7396
1339,8833342,0,8599,7419
1340,8838590,0,5248,7374
1341,8846662,0,8072,7387
1342,8854448,0,7786,7394
1343,8863194,0,8746,7420
1344,8867832,0,4638,7363
1345,8878238,0,10406,7423
1346,8883721,0,5483,7383
1347,8890262,0,6541,7365
1348,8901114,0,10852,7434
1349,8910514,0,9400,7473
1350,8921399,0,10885,7540
1351,8929992,0,8593,7560
1352,8938389,0,8397,7575
1353,8948952,0,10563,7634
1354,8957243,0,8291,7646
1355,8963117,0,5874,7610
1356,8971887,0,8770,7632
1357,8978269,0,6382,7606
1358,8986155,0,7886,7610
1359,8996655,0,10500,7667
1360,9002837,0,6182,7636
1361,9008207,0,5370,7590
1362,9017421,0,9214,7622
1363,9025033,0,7612,7621
1364,9034150,0,9117,7650
1365,9045462,0,11312,7723
1366,9053191,0,7729,7722
1367,9060387,0,7196,7710
1368,9064647,0,4260,7640
1369,9071839,0,7192,7630
1370,9078072,0,6233,7601
1371,9085994,0,7922,7606
1372,9094455,0,8461,7622
1373,9099930,0,5475,7578
1374,9107407,0,7477,7575
1375,9114446,0,7039,7563
1376,9119289,0,4843,7507
1377,9129163,0,9874,7553
1378,9135765,0,6602,7533
1379,9144281,0,8516,7552
1380,9148713,0,4432,7488
1381,9155882,0,7169,7481
1382,9165077,0,9195,7514
1383,9173582,0,8505,7533
1384,9181381,0,7799,7537
1385,9191027,0,9646,7578
1386,9201756,0,10729,7640
1387,9209609,0,7853,7644
1388,9217898,0,8289,7656
1389,9225767,0,7869,7659
1390,9232609,0,6842,7641
1391,9240902,0,8293,7653
1392,9250987,0,10085,7700
1393,9258255,0,7268,7691
1394,9266958,0,8703,7711
1395,9275643,0,8685,7729
1396,9283805,0,8162,7737
1397,9289817,0,6012,7702
1398,9298131,0,8314,7713
1399,9306186,0,8055,7719
1400,9313930,0,7744,7718
1401,9319994,0,6064,7684
1402,9326903,0,6909,7668
1403,9332578,0,5675,7627
1404,9341432,0,8854,7651
1405,9350963,0,9531,7687
1406,9358058,0,7095,7674
1407,9367297,0,9239,7704
1408,9375123,0,7826,7705
1409,9382530,0,7407,7698
1410,9388420,0,5890,7661
1411,9396473,0,8053,7668
1412,9404610,0,8137,7676
1413,9410177,0,5567,7633
1414,9419970,0,9793,7675
1415,9427243,0,7273,7666
1416,9433652,0,6409,7640
1417,9442329,0,8677,7660
1418,9450953,0,8624,7678
1419,9459133,0,8180,7687
1420,9469527,0,10394,7740
1421,9474082,0,4555,7676
1422,9480964,0,6882,7659
1423,9489472,0,8508,7675
1424,9499220,0,9748,7715
1425,9508614,0,9394,7747
1426,9512704,0,4090,7673
1427,9520629,0,7925,7677
1428,9526640,0,6011,7643
1429,9534595,0,7955,7649
1430,9543390,0,8795,7671
1431,9550466,0,7076,7658
1432,9557790,0,7324,7650
1433,9565694,0,7904,7655
1434,9575392,0,9698,7694
1435,9582344,0,6952,7679
1436,9590177,0,7833,7681
1437,9597725,0,7548,7677
1438,9605539,0,7814,7679
1439,9614397,0,8858,7702
1440,9622380,0,7983,7706
1441,9630438,0,8058,7712
1442,9639820,0,9382,7744
1443,9644914,0,5094,7690
1444,9652645,0,7731,7690
1445,9661762,0,9117,7718
1446,9670645,0,8883,7740
1447,9676075,0,5430,7693
1448,9682581,0,6506,7669
1449,9689947,0,7366,7662
1450,9699908,0,9961,7707
1451,9706890,0,6982,7691
1452,9713596,0,6706,7671
1453,9718055,0,4459,7606
1454,9725672,0,7617,7605
1455,9733549,0,7877,7609
1456,9742469,0,8920,7634
1457,9749016,0,6547,7611
1458,9754041,0,5025,7558
1459,9760206,0,6165,7529
1460,9768540,0,8334,7544
1461,9777650,0,9110,7575
1462,9788649,0,10999,7642
1463,9796549,0,7900,7647
1464,9804273,0,7724,7648
1465,9811308,0,7035,7635
1466,9818932,0,7624,7634
1467,9828018,0,9086,7662
1468,9837013,0,8995,7687
1469,9842114,0,5101,7635
1470,9848448,0,6334,7608
1471,9858219,0,9771,7650
1472,9865671,0,7452,7646
1473,9875424,0,9753,7688
1474,9882355,0,6931,7672
1475,9886954,0,4599,7609
1476,9892526,0,5572,7567
1477,9899992,0,7466,7564
1478,9908208,0,8216,7576
1479,9914091,0,5883,7541
1480,9921487,0,7396,7537
1481,9927179,0,5692,7499
1482,9933341,0,6162,7472
1483,9942439,0,9098,7503
1484,9948841,0,6402,7480
1485,9955293,0,6452,7459
1486,9965805,0,10512,7519
1487,9972977,0,7172,7511
1488,9984142,0,11165,7583
1489,9994691,0,10549,7641
1490,10001203,0,6512,7618
1491,10009753,0,8550,7636
1492,10017602,0,7849,7639
1493,10027152,0,9550,7677
1494,10034902,0,7750,7678
1495,10040028,0,5126,7626
1496,10046184,0,6156,7596
1497,10053577,0,7393,7591
1498,10059473,0,5896,7556
1499,10069282,0,9809,7600
1500,10077058,0,7776,7603
1501,10081409,0,4351,7537
1502,10089077,0,7668,7539
1503,10094007,0,4930,7486
1504,10099906,0,5899,7453
1505,10109818,0,9912,7501
1506,10117649,0,7831,7506
1507,10123949,0,6300,7481
1508,10131209,0,7260,7476
1509,10140504,0,9295,7511
1510,10147838,0,7334,7506
1511,10154979,0,7141,7497
1512,10163226,0,8247,7511
1513,10170362,0,7136,7502
1514,10179060,0,8698,7524
1515,10185038,0,5978,7492
1516,10189595,0,4557,7433
1517,10195837,0,6242,7408
1518,10203411,0,7574,7410
1519,10211996,0,8585,7432
1520,10219680,0,7684,7436
1521,10227484,0,7804,7443
1522,10236426,0,8942,7472
1523,10246981,0,10555,7533
1524,10253260,0,6279,7507
1525,10263551,0,10291,7561
1526,10271687,0,8136,7571
1527,10279611,0,7924,7577
1528,10287771,0,8160,7588
1529,10296005,0,8234,7600
1530,10307503,0,11498,7677
1531,10315210,0,7707,7677
1532,10323662,0,8452,7692
1533,10333021,0,9359,7725
1534,10342250,0,9229,7754
1535,10350465,0,8215,7762
1536,10358072,0,7607,7758
1537,10366237,0,8165,7765
1538,10373778,0,7541,7759
1539,10382459,0,8681,7776
1540,10392155,0,9696,7813
1541,10399495,0,7340,7802
1542,10408180,0,8685,7818
1543,10418200,0,10020,7861
1544,10427609,0,9409,7891
1545,10435655,0,8046,7893
1546,10445208,0,9553,7926
1547,10450790,0,5582,7878
1548,10456990,0,6200,7844
1549,10463213,0,6223,7811
1550,10472726,0,9513,7844
1551,10481482,0,8756,7862
1552,10489918,0,8436,7872
1553,10496370,0,6452,7843
1554,10502768,0,6398,7813
1555,10509392,0,6624,7788
1556,10517934,0,8542,7802
1557,10526039,0,8105,7807
1558,10534324,0,8285,7815
1559,10542255,0,7931,7816
1560,10549591,0,7336,7805
1561,10555950,0,6359,7775
1562,10563319,0,7369,7766
1563,10571782,0,8463,7779
1564,10580428,0,8646,7795
1565,10588917,0,8489,7808
1566,10593389,0,4472,7740
1567,10605086,0,11697,7818
1568,10613384,0,8298,7826
1569,10623284,0,9900,7867
1570,10631606,0,8322,7875
1571,10641343,0,9737,7911
1572,10649654,0,8311,7918
1573,10657453,0,7799,7914
1574,10667511,0,10058,7956
1575,10675587,0,8076,7957
1576,10684906,0,9319,7983
1577,10692643,0,7737,7977
1578,10700759,0,8116,7979
1579,10709880,0,9121,8001
1580,10717175,0,7295,7985
1581,10724825,0,7650,7978
1582,10733268,0,8443,7986
1583,10737961,0,4693,7919
1584,10744936,0,6975,7899
1585,10752567,0,7631,7893
1586,10760997,0,8430,7903
1587,10769132,0,8135,7906
1588,10777979,0,8847,7923
1589,10787936,0,9957,7963
1590,10793509,0,5573,7914
1591,10800304,0,6795,7890
1592,10805690,0,5386,7839
1593,10813759,0,8069,7843
1594,10822629,0,8870,7863
1595,10833668,0,11039,7925
1596,10840565,0,6897,7903
1597,10851197,0,10632,7956
1598,10860716,0,9519,7986
1599,10866631,0,5915,7944
1600,10874129,0,7498,7934
1601,10881143,0,7014,7915
1602,10889407,0,8264,7921
1603,10900144,0,10737,7976
1604,10906016,0,5872,7933
1605,10913768,0,7752,7929
1606,10921388,0,7620,7922
1607,10929325,0,7937,7921
1608,10935036,0,5711,7876
1609,10945467,0,10431,7926
1610,10953908,0,8441,7935
1611,10965045,0,11137,7998
1612,10969750,0,4705,7932
1613,10975998,0,6248,7897
1614,10984233,0,8235,7903
1615,10988941,0,4708,7838
1616,10996775,0,7834,7837
1617,11008079,0,11304,7906
1618,11015276,0,7197,7890
1619,11022694,0,7418,7880
1620,11029647,0,6953,7861
1621,11037983,0,8336,7869
1622,11045670,0,7687,7864
1623,11052891,0,7221,7850
1624,11058930,0,6039,7813
1625,11066111,0,7181,7799
1626,11075186,0,9075,7824
1627,11079774,0,4588,7758
1628,11087294,0,7520,7752
1629,11097118,0,9824,7792
1630,11105069,0,7951,7795
1631,11113772,0,8703,7813
1632,11121654,0,7882,7813
1633,11129384,0,7730,7810
1634,11139662,0,10278,7858
1635,11150301,0,10639,7912
1636,11156984,0,6683,7886
1637,11165582,0,8598,7899
1638,11173643,0,8061,7902
1639,11182311,0,8668,7916
1640,11187295,0,4984,7856
1641,11198272,0,10977,7917
1642,11205429,0,7157,7901
1643,11215767,0,10338,7948
1644,11222617,0,6850,7926
1645,11230752,0,8135,7929
1646,11235981,0,5229,7874
1647,11245507,0,9526,7906
1648,11256111,0,10604,7959
1649,11263551,0,7440,7947
1650,11271569,0,8018,7948
1651,11281563,0,9994,7988
1652,11292547,0,10984,8047
1653,11303776,0,11229,8110
1654,11311844,0,8068,8108
1655,11318431,0,6587,8076
1656,11326972,0,8541,8084
1657,11336536,0,9564,8113
1658,11343897,0,7361,8097
1659,11352715,0,8818,8111
1660,11360526,0,7811,8104
1661,11368334,0,7808,8097
1662,11375056,0,6722,8069
1663,11385761,0,10705,8121
1664,11393619,0,7858,8115
1665,11400092,0,6473,8081
1666,11406270,0,6178,8042
1667,11412793,0,6523,8011
1668,11423535,0,10742,8064
1669,11431720,0,8185,8065
1670,11440567,0,8847,8079
1671,11448702,0,8135,8079
1672,11456743,0,8041,8077
1673,11461534,0,4791,8010
1674,11468189,0,6655,7982
1675,11477094,0,8905,8000
1676,11484978,0,7884,7997
1677,11493109,0,8131,7999
1678,11500809,0,7700,7993
1679,11508966,0,8157,7996
1680,11518831,0,9865,8033
1681,11523999,0,5168,7975
1682,11529447,0,5448,7923
1683,11537624,0,8177,7927
1684,11545187,0,7563,7919
1685,11553135,0,7948,7918
1686,11560838,0,7703,7913
1687,11568869,0,8031,7914
1688,11573887,0,5018,7855
1689,11579334,0,5447,7805
1690,11588232,0,8898,7825
1691,11595038,0,6806,7804
1692,11600312,0,5274,7752
1693,11608870,0,8558,7767
1694,11618021,0,9151,7794
1695,11628153,0,10132,7840
1696,11634411,0,6258,7808
1697,11644273,0,9862,7848
1698,11650438,0,6165,7814
1699,11659014,0,8576,7828
1700,11667479,0,8465,7840
1701,11673625,0,6146,7805
1702,11681296,0,7671,7801
1703,11690441,0,9145,7826
1704,11699733,0,9292,7854
1705,11707967,0,8234,7860
1706,11716645,0,8678,7875
1707,11726090,0,9445,7905
1708,11735924,0,9834,7942
1709,11742525,0,6601,7915
1710,11753146,0,10621,7968
1711,11763145,0,9999,8007
1712,11771931,0,8786,8021
1713,11779220,0,7289,8005
1714,11788721,0,9501,8034
1715,11795148,0,6427,8001
1716,11803908,0,8760,8015
1717,11813261,0,9353,8041
1718,11824630,0,11369,8107
1719,11833587,0,8957,8123
1720,11842371,0,8784,8135
1721,11853623,0,11252,8197
1722,11863026,0,9403,8221
1723,11873784,0,10758,8271
1724,11880929,0,7145,8247
1725,11890176,0,9247,8266
1726,11899410,0,9234,8284
1727,11906606,0,7196,8261
1728,11915212,0,8606,8267
1729,11923256,0,8044,8261
1730,11928597,0,5341,8201
1731,11936692,0,8095,8197
1732,11945157,0,8465,8202
1733,11953751,0,8594,8208
1734,11964411,0,10660,8256
1735,11972724,0,8313,8256
1736,11984594,0,11870,8327
1737,11994747,0,10153,8363
1738,12002850,0,8103,8357
1739,12010592,0,7742,8343
1740,12018946,0,8354,8343
1741,12028093,0,9147,8358
1742,12036716,0,8623,8362
1743,12042988,0,6272,8319
1744,12052078,0,9090,8333
1745,12059752,0,7674,8319
1746,12071164,0,11412,8380
1747,12079775,0,8611,8384
1748,12087892,0,8117,8378
1749,12098870,0,10978,8429
1750,12107700,0,8830,8436
1751,12115665,0,7965,8426
1752,12123630,0,7965,8416
1753,12128846,0,5216,8351
1754,12135437,0,6591,8314
1755,12144133,0,8696,8320
1756,12151770,0,7637,8305
1757,12159651,0,7881,8295
1758,12168709,0,9058,8310
1759,12177171,0,8462,8312
1760,12185890,0,8719,8319
1761,12194060,0,8170,8315
1762,12205564,0,11504,8378
1763,12213517,0,7953,8369
1764,12221894,0,8377,8368
1765,12230300,0,8406,8368
1766,12240527,0,10227,8404
1767,12250394,0,9867,8432
1768,12259965,0,9571,8454
1769,12265890,0,5925,8402
1770,12273519,0,7629,8385
1771,12281654,0,8135,8379
1772,12288858,0,7204,8355
1773,12295901,0,7043,8327
1774,12304222,0,8321,8326
1775,12315774,0,11552,8390
1776,12324015,0,8241,8386
1777,12334596,0,10581,8429
1778,12343408,0,8812,8436
1779,12354514,0,11106,8489
1780,12362340,0,7826,8475
1781,12368605,0,6265,8430
1782,12376417,0,7812,8417
1783,12382841,0,6424,8376
1784,12393963,0,11122,8430
1785,12401294,0,7331,8407
1786,12406199,0,4905,8336
1787,12416625,0,10426,8377
1788,12425612,0,8987,8388
1789,12434698,0,9086,8401
1790,12440676,0,5978,8351
1791,12450388,0,9712,8377
1792,12458481,0,8093,8370
1793,12463426,0,4945,8300
1794,12473687,0,10261,8339
1795,12481674,0,7987,8331
1796,12489314,0,7640,8316
1797,12497721,0,8407,8317
1798,12506085,0,8364,8317
1799,12517148,0,11063,8371
1800,12526021,0,8873,8380
1801,12535067,0,9046,8392
1802,12544590,0,9523,8414
1803,12553966,0,9376,8432
1804,12562615,0,8649,8435
1805,12573205,0,10590,8477
1806,12582031,0,8826,8483
1807,12589383,0,7352,8460
1808,12594957,0,5574,8401
1809,12603440,0,8483,8401
1810,12611804,0,8364,8399
1811,12617081,0,5277,8336
1812,12623263,0,6182,8292
1813,12630675,0,7412,8274
1814,12640703,0,10028,8308
1815,12649769,0,9066,8322
1816,12658511,0,8742,8329
1817,12667336,0,8825,8338
1818,12676204,0,8868,8348
1819,12682278,0,6074,8302
1820,12688503,0,6225,8259
1821,12695017,0,6514,8223
1822,12701565,0,6548,8188
1823,12710171,0,8606,8196
1824,12721501,0,11330,8258
1825,12728295,0,6794,8227
1826,12737856,0,9561,8253
1827,12745788,0,7932,8245
1828,12753632,0,7844,8236
1829,12761511,0,7879,8228
1830,12768595,0,7084,8204
1831,12775580,0,6985,8178
