185,,,,,,,,,,,,984.55,-0.43,6.1,3.24,3.22,0,5,,,,,,,,,
186,,,,,,,,,,,,984.62,-0.42,6.1,3.24,3.22,0,5,,,,,,,,,
187,,,,,,,,,,,,984.53,-0.41,6.1,3.24,3.22,0,5,,,,,,,,,
188,,,,,,,,,,,,984.32,-0.4,6.1,3.24,3.22,0,5,,,,,,,,,
189,,,,,,,,,,,,984.59,-0.38,6.1,3.24,3.22,0,5,,,,,,,,,
190,,,,,,,,,,,,984.3,-0.38,6.1,3.24,3.22,0,5,,,,,,,,,
191,,,,,,,,,,,,984.68,-0.36,6.2,3.23,3.24,0,5,,,,,,,,,
192,,,,,,,,,,,,984.75,-0.35,6.1,3.23,3.24,0,5,,,,,,,,,
193,,,,,,,,,,,,984.57,-0.34,6.2,3.23,3.24,0,5,,,,,,,,,
194,,,,,,,,,,,,984.47,-0.33,6.2,3.23,3.24,0,5,,,,,,,,,
195,,,,,,,,,,,,984.6,-0.32,6.2,3.23,3.24,0,5,,,,,,,,,
196,,,,,,,,,,,,984.53,-0.31,6.2,3.23,3.24,0,5,,,,,,,,,
197,,,,,,,,,,,,984.44,-0.3,6.2,3.23,3.24,0,5,,,,,,,,,
198,,,,,,,,,,,,984.37,-0.3,6.2,3.23,3.24,0,5,,,,,,,,,
199,,,,,,,,,,,,984.37,-0.29,6.2,3.23,3.24,0,5,,,,,,,,,
200,,,,,,,,,,,,984.51,-0.28,6.2,3.23,3.24,0,5,,,,,,,,,
201,,,,,,,,,,,,984.52,-0.27,6.2,3.25,3.24,0,5,,,,,,,,,
202,,,,,,,,,,,,984.5,-0.26,6.2,3.25,3.24,0,5,,,,,,,,,
203,,,,,,,,,,,,984.66,-0.25,6.2,3.25,3.24,0,5,,,,,,,,,
204,,,,,,,,,,,,984.4,-0.25,6.2,3.25,3.24,0,5,,,,,,,,,
205,,,,,,,,,,,,984.37,-0.24,6.2,3.25,3.24,0,5,,,,,,,,,
206,,,,,,,,,,,,984.47,-0.23,6.3,3.25,3.24,0,5,,,,,,,,,
207,,,,,,,,,,,,984.54,-0.22,6.2,3.25,3.24,0,5,,,,,,,,,
208,,,,,,,,,,,,984.48,-0.22,6.2,3.25,3.24,0,5,,,,,,,,,
209,,,,,,,,,,,,984.55,-0.21,6.3,3.25,3.24,0,5,,,,,,,,,
210,,,,,,,,,,,,984.49,-0.2,6.3,3.25,3.24,0,5,,,,,,,,,
211,,,,,,,,,,,,984.47,-0.2,6.3,3.24,3.22,0,5,,,,,,,,,
212,,,,,,,,,,,,984.72,-0.19,6.3,3.24,3.22,0,5,,,,,,,,,
213,,,,,,,,,,,,984.58,-0.18,6.3,3.24,3.22,0,5,,,,,,,,,
214,,,,,,,,,,,,984.74,-0.17,6.3,3.24,3.22,0,5,,,,,,,,,
215,,,,,,,,,,,,984.54,-0.17,6.3,3.24,3.22,0,5,,,,,,,,,
216,,,,,,,,,,,,984.6,-0.17,6.3,3.24,3.22,0,5,,,,,,,,,
217,,,,,,,,,,,,984.61,-0.16,6.3,3.24,3.22,0,5,,,,,,,,,
218,,,,,,,,,,,,984.36,-0.16,6.3,3.24,3.22,0,5,,,,,,,,,
219,,,,,,,,,,,,984.42,-0.16,6.3,3.24,3.22,0,5,,,,,,,,,
220,,,,,,,,,,,,984.43,-0.15,6.3,3.24,3.22,1,6,-78.36251,40.01427,323.37,20221204,14:14:55,0.45,0.12,0.16,263
222,,,,,,,,,,,,984.47,-0.15,6.3,3.2,3.2,1,6,-78.36249,40.01428,323.29,20221204,14:14:57,0.06,0.37,0.18,314
223,,,,,,,,,,,,984.31,-0.15,6.3,3.2,3.2,1,6,-78.3625,40.01428,324.72,20221204,14:14:58,0.25,0.52,0.19,314
224,,,,,,,,,,,,984.4,-0.14,6.3,3.2,3.2,1,6,-78.36251,40.01427,326,20221204,14:14:59,0.34,0.04,0.19,314
225,,,,,,,,,,,,984.54,-0.13,6.4,3.2,3.2,1,6,-78.36251,40.01427,325.69,20221204,14:15:00,0.16,-0.15,0.18,314
226,,,,,,,,,,,,984.55,-0.13,6.3,3.2,3.2,1,6,-78.36249,40.01427,323.31,20221204,14:15:01,0.63,0.34,0.18,314
227,,,,,,,,,,,,984.57,-0.12,6.3,3.2,3.2,1,6,-78.36248,40.01427,322.38,20221204,14:15:02,0.41,0.61,0.19,314
228,,,,,,,,,,,,984.59,-0.12,6.4,3.2,3.2,1,6,-78.36249,40.01427,322.94,20221204,14:15:03,0.25,0.57,0.21,314
229,,,,,,,,,,,,984.65,-0.11,6.3,3.2,3.2,1,6,-78.36248,40.01428,321.79,20221204,14:15:04,0.06,0.28,0.21,314
230,,,,,,,,,,,,984.57,-0.11,6.4,3.2,3.2,1,6,-78.36248,40.01428,321.91,20221204,14:15:05,0.05,0.16,0.21,314
231,,,,,,,,,,,,984.46,-0.11,6.4,3.23,3.23,1,6,-78.36248,40.01428,321.91,20221204,14:15:06,0.11,0.22,0.21,314
232,,,,,,,,,,,,984.4,-0.11,6.3,3.23,3.23,1,6,-78.36248,40.01428,321.28,20221204,14:15:07,0.08,0.12,0.2,314
233,,,,,,,,,,,,984.49,-0.1,6.3,3.23,3.23,1,6,-78.36248,40.01428,321.3,20221204,14:15:08,0.11,0.09,0.2,314
234,,,,,,,,,,,,984.68,-0.1,6.4,3.23,3.23,1,6,-78.36248,40.01428,321.37,20221204,14:15:09,0.06,0.22,0.2,314
235,,,,,,,,,,,,984.46,-0.1,6.4,3.23,3.23,1,6,-78.36248,40.01428,321.06,20221204,14:15:10,0.03,0.17,0.2,314
236,,,,,,,,,,,,984.38,-0.1,6.4,3.23,3.23,1,6,-78.36248,40.01428,320.35,20221204,14:15:11,0.2,0.27,0.2,314
237,,,,,,,,,,,,984.63,-0.09,6.3,3.23,3.23,1,6,-78.36248,40.01428,319.55,20221204,14:15:12,0.22,0.37,0.21,314
238,,,,,,,,,,,,984.53,-0.09,6.4,3.23,3.23,1,6,-78.36248,40.01428,319.35,20221204,14:15:13,0.03,0.21,0.21,314
239,,,,,,,,,,,,984.55,-0.09,6.4,3.23,3.23,1,6,-78.36248,40.01429,318.93,20221204,14:15:14,0.26,-0.05,0.2,314
240,,,,,,,,,,,,984.45,-0.09,6.4,3.23,3.23,1,6,-78.36248,40.01429,318.4,20221204,14:15:15,0.14,-0.2,0.19,314
241,,,,,,,,,,,,984.49,-0.08,6.4,3.24,3.22,1,6,-78.36248,40.01429,317.92,20221204,14:15:16,0.1,-0.28,0.17,314
242,,,,,,,,,,,,984.43,-0.08,6.4,3.24,3.22,1,6,-78.36248,40.01429,317.68,20221204,14:15:17,0.1,-0.18,0.16,314
243,,,,,,,,,,,,984.63,-0.07,6.4,3.24,3.22,1,6,-78.36248,40.01429,317.45,20221204,14:15:18,0.06,-0.19,0.15,314
244,,,,,,,,,,,,984.55,-0.07,6.4,3.24,3.22,1,7,-78.36245,40.01431,314.69,20221204,14:15:19,0.06,-0.21,0.14,314
245,,,,,,,,,,,,984.58,-0.07,6.4,3.24,3.22,1,7,-78.36244,40.01431,313.4,20221204,14:15:20,0.1,-0.09,0.13,314
246,,,,,,,,,,,,984.51,-0.07,6.4,3.24,3.22,1,7,-78.36244,40.01432,312.5,20221204,14:15:21,0.18,0.09,0.13,314
247,,,,,,,,,,,,984.73,-0.06,6.4,3.24,3.22,1,7,-78.36244,40.01432,311.8,20221204,14:15:22,0.08,0.02,0.13,314
248,,,,,,,,,,,,984.63,-0.06,6.4,3.24,3.22,1,7,-78.36244,40.01433,311.73,20221204,14:15:23,0.11,0.05,0.13,314
249,,,,,,,,,,,,984.51,-0.06,6.4,3.24,3.22,1,7,-78.36244,40.01433,311.08,20221204,14:15:24,0.07,-0.02,0.12,314
250,,,,,,,,,,,,984.62,-0.06,6.4,3.24,3.22,1,7,-78.36243,40.01433,310.56,20221204,14:15:25,0.04,-0.11,0.12,314
251,,,,,,,,,,,,984.62,-0.06,6.4,3.24,3.24,1,7,-78.36243,40.01433,309.77,20221204,14:15:26,0.13,-0.38,0.1,314
252,,,,,,,,,,,,984.61,-0.06,6.4,3.24,3.24,1,7,-78.36242,40.01433,309.42,20221204,14:15:27,0.04,-0.06,0.1,314
253,,,,,,,,,,,,984.47,-0.06,6.4,3.24,3.24,1,7,-78.36242,40.01434,309.53,20221204,14:15:28,0.05,0.23,0.1,314
254,,,,,,,,,,,,984.47,-0.06,6.4,3.24,3.24,1,7,-78.36242,40.01435,309.45,20221204,14:15:29,0.05,0.23,0.1,314
255,,,,,,,,,,,,984.49,-0.05,6.4,3.24,3.24,1,7,-78.36242,40.01435,309.19,20221204,14:15:30,0.03,0.03,0.1,314
256,,,,,,,,,,,,984.77,-0.04,6.5,3.24,3.24,1,7,-78.36242,40.01435,309.01,20221204,14:15:31,0.13,0.08,0.1,314
257,,,,,,,,,,,,984.38,-0.05,6.4,3.24,3.24,1,7,-78.36242,40.01435,309.03,20221204,14:15:32,0,0.22,0.1,314
258,,,,,,,,,,,,984.56,-0.05,6.4,3.24,3.24,1,8,-78.36242,40.01435,309.02,20221204,14:15:33,0.17,0.36,0.11,314
259,,,,,,,,,,,,984.4,-0.05,6.4,3.24,3.24,1,8,-78.36242,40.01435,308.81,20221204,14:15:34,0.13,0.03,0.11,314
260,,,,,,,,,,,,984.76,-0.04,6.4,3.24,3.24,1,8,-78.36242,40.01435,308.84,20221204,14:15:35,0.05,0.14,0.11,314
261,,,,,,,,,,,,984.67,-0.04,6.5,3.24,3.24,1,8,-78.36242,40.01435,308.78,20221204,14:15:36,0.04,0.02,0.11,314
262,,,,,,,,,,,,984.58,-0.04,6.5,3.24,3.24,1,9,-78.36242,40.01435,309.11,20221204,14:15:37,0.03,0.09,0.11,314
263,,,,,,,,,,,,984.66,-0.04,6.5,3.24,3.24,1,9,-78.36242,40.01435,309.23,20221204,14:15:38,0.1,0.24,0.11,314
264,,,,,,,,,,,,984.58,-0.04,6.5,3.24,3.24,1,9,-78.36242,40.01435,309.46,20221204,14:15:39,0.05,0.2,0.11,314
265,,,,,,,,,,,,984.64,-0.04,6.5,3.24,3.24,1,9,-78.36242,40.01435,309.53,20221204,14:15:40,0.16,-0.28,0.1,314
266,,,,,,,,,,,,984.44,-0.04,6.5,3.24,3.24,1,9,-78.36241,40.01435,309.41,20221204,14:15:41,0.06,-0.03,0.1,314
267,,,,,,,,,,,,984.52,-0.04,6.5,3.24,3.24,1,9,-78.36242,40.01435,309.74,20221204,14:15:42,0.14,0.39,0.11,314
268,,,,,,,,,,,,984.57,-0.04,6.5,3.24,3.24,1,9,-78.36241,40.01435,309.64,20221204,14:15:43,0.04,0.17,0.11,314
269,,,,,,,,,,,,984.68,-0.03,6.5,3.24,3.24,1,9,-78.36241,40.01435,310.05,20221204,14:15:44,0.14,0.15,0.11,314
270,,,,,,,,,,,,984.69,-0.03,6.5,3.24,3.24,1,9,-78.36241,40.01435,309.97,20221204,14:15:45,0.16,-0.02,0.11,314
271,,,,,,,,,,,,984.67,-0.03,6.5,3.22,3.22,1,9,-78.36241,40.01435,309.74,20221204,14:15:46,0.06,-0.13,0.1,314
272,,,,,,,,,,,,984.39,-0.04,6.5,3.22,3.22,1,9,-78.36241,40.01435,309.63,20221204,14:15:47,0.02,0,0.1,314
273,,,,,,,,,,,,984.43,-0.03,6.5,3.22,3.22,1,9,-78.36241,40.01435,309.67,20221204,14:15:48,0.04,-0.01,0.09,314
274,,,,,,,,,,,,984.53,-0.03,6.5,3.22,3.22,1,9,-78.36241,40.01435,309.46,20221204,14:15:49,0.04,-0.1,0.09,314
275,,,,,,,,,,,,984.29,-0.04,6.5,3.22,3.22,1,9,-78.36241,40.01435,309.42,20221204,14:15:50,0.01,-0.06,0.08,314
276,,,,,,,,,,,,984.57,-0.03,6.5,3.22,3.22,1,9,-78.36241,40.01435,308.92,20221204,14:15:51,0.03,0.11,0.08,314
277,,,,,,,,,,,,984.52,-0.03,6.5,3.22,3.22,1,9,-78.36241,40.01435,308.5,20221204,14:15:52,0.12,0.37,0.09,314
278,,,,,,,,,,,,984.73,-0.02,6.5,3.22,3.22,1,9,-78.36241,40.01435,308.51,20221204,14:15:53,0.09,0.44,0.1,314
279,,,,,,,,,,,,984.37,-0.03,6.5,3.22,3.22,1,9,-78.3624,40.01435,308.14,20221204,14:15:54,0.03,0.08,0.1,314
280,,,,,,,,,,,,984.58,-0.02,6.5,3.22,3.22,1,9,-78.3624,40.01435,308.25,20221204,14:15:55,0.03,0.21,0.1,314
281,,,,,,,,,,,,984.35,-0.03,6.5,3.24,3.22,1,9,-78.3624,40.01435,308.27,20221204,14:15:56,0.09,0.21,0.11,314
282,,,,,,,,,,,,984.72,-0.02,6.6,3.24,3.22,1,9,-78.3624,40.01435,307.93,20221204,14:15:57,0.04,-0.02,0.1,314
283,,,,,,,,,,,,984.56,-0.02,6.5,3.24,3.22,1,9,-78.3624,40.01435,307.91,20221204,14:15:58,0.06,0.11,0.1,314
284,,,,,,,,,,,,984.49,-0.02,6.5,3.24,3.22,1,9,-78.3624,40.01435,308.07,20221204,14:15:59,0.02,-0.01,0.1,314
285,,,,,,,,,,,,984.57,-0.02,6.5,3.24,3.22,1,9,-78.3624,40.01435,308.14,20221204,14:16:00,0.06,0.03,0.1,314
286,,,,,,,,,,,,984.41,-0.02,6.5,3.24,3.22,1,9,-78.3624,40.01435,308.51,20221204,14:16:01,0.04,0.16,0.1,314
287,,,,,,,,,,,,984.62,-0.02,6.5,3.24,3.22,1,9,-78.3624,40.01435,308.54,20221204,14:16:02,0.04,0.15,0.1,314
288,,,,,,,,,,,,984.49,-0.02,6.5,3.24,3.22,1,9,-78.3624,40.01436,308.65,20221204,14:16:03,0.19,0.21,0.1,314
289,,,,,,,,,,,,984.51,-0.02,6.5,3.24,3.22,1,9,-78.3624,40.01435,308.49,20221204,14:16:04,0.07,0.02,0.1,314
290,,,,,,,,,,,,984.62,-0.02,6.5,3.24,3.22,1,9,-78.3624,40.01436,308.62,20221204,14:16:05,0.04,0.1,0.1,314
291,,,,,,,,,,,,984.64,-0.01,6.6,3.23,3.24,1,9,-78.3624,40.01436,309.02,20221204,14:16:06,0.01,0.12,0.1,314
292,,,,,,,,,,,,984.71,-0.01,6.5,3.23,3.24,1,9,-78.3624,40.01436,309.25,20221204,14:16:07,0.06,-0.05,0.1,314
293,,,,,,,,,,,,984.39,-0.02,6.5,3.23,3.24,1,9,-78.3624,40.01436,309.52,20221204,14:16:08,0.02,-0.05,0.09,314
294,,,,,,,,,,,,984.76,-0.01,6.6,3.23,3.24,1,9,-78.3624,40.01436,309.74,20221204,14:16:09,0.06,0.02,0.09,314
295,,,,,,,,,,,,984.47,-0.02,6.5,3.23,3.24,1,9,-78.3624,40.01436,309.65,20221204,14:16:10,0.04,-0.17,0.08,314
296,,,,,,,,,,,,984.49,-0.02,6.5,3.23,3.24,1,9,-78.3624,40.01436,309.61,20221204,14:16:11,0.04,0,0.08,314
297,,,,,,,,,,,,984.43,-0.02,6.6,3.23,3.24,1,9,-78.3624,40.01436,309.27,20221204,14:16:12,0.1,-0.16,0.07,314
298,,,,,,,,,,,,984.43,-0.02,6.6,3.23,3.24,1,9,-78.3624,40.01436,308.95,20221204,14:16:13,0.06,-0.05,0.07,314
299,,,,,,,,,,,,984.59,-0.01,6.6,3.23,3.24,1,9,-78.3624,40.01436,308.65,20221204,14:16:14,0.05,-0.05,0.07,314
