Time (s),SEF,HTR,BW0,BW1,MET,MAP,MAR,GAR,GAT,GEO,EXT,Pres (hPa),dP (hPa/line),Temp (C),Batt (V),Cap (V),GPS Flag (HEX),GPS SV,Lon,Lat,Alt (m),Date,Time,gSpeed (m/s),aRate (m/s),aFilt (m/s),heading (deg)
13225,,,,,,,,,,,,998.11,0,27.7,0,3.07,1,16,-77.08007,39.74038,139.02,20230528,17:11:46,0.01,-0.07,-0.01,94
13226,,,,,,,,,,,,998.09,0,27.8,0,3.07,1,17,-77.08008,39.74038,139.08,20230528,17:11:47,0.03,0.01,-0.01,94
13227,,,,,,,,,,,,998.07,0,27.8,0,3.07,1,16,-77.08008,39.74038,139.46,20230528,17:11:48,0.04,0.07,-0.01,94
13228,,,,,,,,,,,,998.35,0.01,27.8,0,3.07,1,16,-77.08008,39.74038,139.85,20230528,17:11:49,0.01,-0.01,-0.01,94
13229,,,,,,,,,,,,998.26,0,27.8,0,3.07,1,17,-77.08009,39.74038,139.99,20230528,17:11:50,0.02,0.04,0,94
13230,,,,,,,,,,,,998.16,0,27.8,0,3.07,1,16,-77.08009,39.74038,140.13,20230528,17:11:51,0.03,0.05,0,94
13231,,,,,,,,,,,,998.25,0,27.8,0,3.09,1,16,-77.08009,39.74038,140.33,20230528,17:11:52,0.02,-0.01,0,94
13232,,,,,,,,,,,,998.29,0,27.8,0,3.09,1,16,-77.0801,39.74038,140.55,20230528,17:11:53,0.04,0.08,0,94
13233,,,,,,,,,,,,998.01,-0.01,27.7,0,3.09,1,16,-77.0801,39.74038,140.71,20230528,17:11:54,0.04,0.03,0,94
13234,,,,,,,,,,,,998.2,0,27.8,0,3.09,1,16,-77.0801,39.74038,140.96,20230528,17:11:55,0.01,0,0,94
13235,,,,,,,,,,,,998.16,0,27.8,0,3.09,1,17,-77.0801,39.74038,141.22,20230528,17:11:56,0.04,-0.06,0,94
13236,,,,,,,,,,,,998.15,0,27.8,0,3.09,1,17,-77.0801,39.74038,141.47,20230528,17:11:57,0.02,-0.04,0,94
13237,,,,,,,,,,,,998.14,0,27.8,0,3.09,1,17,-77.0801,39.74038,141.69,20230528,17:11:58,0.01,0,0,94
13238,,,,,,,,,,,,998.1,0,27.8,0,3.09,1,17,-77.0801,39.74038,141.86,20230528,17:11:59,0.07,0.08,0,94
13239,,,,,,,,,,,,998.01,-0.01,27.8,0,3.09,1,18,-77.0801,39.74038,141.91,20230528,17:12:00,0.04,0.1,0,94
13240,,,,,,,,,,,,998.43,0.01,27.8,0,3.09,1,17,-77.0801,39.74038,141.96,20230528,17:12:01,0.01,0.03,0,94
13241,,,,,,,,,,,,998.11,0,27.8,0,3.07,1,17,-77.0801,39.74038,142.01,20230528,17:12:02,0.01,-0.03,0,94
13242,,,,,,,,,,,,998.08,0,27.8,0,3.07,1,18,-77.0801,39.74038,142.07,20230528,17:12:03,0.03,0.03,0,94
13243,,,,,,,,,,,,998.32,0,27.8,0,3.07,1,17,-77.0801,39.74038,142.12,20230528,17:12:04,0.04,-0.01,0,94
13244,,,,,,,,,,,,998.16,0,27.8,0,3.07,1,17,-77.0801,39.74038,142.18,20230528,17:12:05,0.02,0.02,0,94
13245,,,,,,,,,,,,998.09,0,27.8,0,3.07,1,17,-77.0801,39.74037,142.29,20230528,17:12:06,0.03,-0.02,0,94
13246,,,,,,,,,,,,998.35,0.01,27.8,0,3.07,1,17,-77.0801,39.74037,142.28,20230528,17:12:07,0.03,-0.05,0,94
13247,,,,,,,,,,,,998.07,0,27.8,0,3.07,1,17,-77.0801,39.74037,142.26,20230528,17:12:08,0.03,-0.02,0,94
13248,,,,,,,,,,,,998.03,0,27.8,0,3.07,1,17,-77.0801,39.74037,142.26,20230528,17:12:09,0.03,0,0,94
13249,,,,,,,,,,,,998.14,0,27.8,0,3.07,1,17,-77.0801,39.74037,142.2,20230528,17:12:10,0.05,0.06,0,94
13250,,,,,,,,,,,,998.14,0,27.8,0,3.07,1,17,-77.0801,39.74037,142.01,20230528,17:12:11,0.05,-0.03,0,94
13251,,,,,,,,,,,,998.12,0,27.8,0,3.07,1,16,-77.0801,39.74037,141.67,20230528,17:12:12,0.03,-0.18,0,94
13252,,,,,,,,,,,,998.05,0,27.8,0,3.07,1,15,-77.0801,39.74037,141.5,20230528,17:12:13,0.02,0.01,0,94
13253,,,,,,,,,,,,998.04,0,27.8,0,3.07,1,17,-77.0801,39.74037,141.73,20230528,17:12:14,0.04,0.1,0,94
13254,,,,,,,,,,,,997.99,-0.01,27.8,0,3.07,1,17,-77.0801,39.74037,141.76,20230528,17:12:15,0.02,0.04,0,94
13255,,,,,,,,,,,,997.9,-0.01,27.8,0,3.07,1,16,-77.0801,39.74037,142.04,20230528,17:12:16,0.03,-0.07,0,94
13256,,,,,,,,,,,,997.89,-0.01,27.8,0,3.07,1,17,-77.0801,39.74037,142.43,20230528,17:12:17,0.01,0,0,94
13257,,,,,,,,,,,,998.23,0,27.8,0,3.07,1,17,-77.0801,39.74037,142.57,20230528,17:12:18,0.05,-0.11,0,94
13258,,,,,,,,,,,,998.23,0,27.8,0,3.07,1,16,-77.0801,39.74037,142.62,20230528,17:12:19,0.02,-0.08,-0.01,94
13259,,,,,,,,,,,,998.25,0,27.8,0,3.07,1,17,-77.0801,39.74037,142.76,20230528,17:12:20,0.02,-0.03,-0.01,94
13260,,,,,,,,,,,,998.12,0,27.9,0,3.07,1,16,-77.0801,39.74037,142.88,20230528,17:12:21,0.04,0.01,-0.01,94
13261,,,,,,,,,,,,998.25,0,27.8,0,3.09,1,15,-77.0801,39.74037,143,20230528,17:12:22,0.05,0.09,0,94
13262,,,,,,,,,,,,998.14,0,27.9,0,3.09,1,15,-77.0801,39.74037,143.19,20230528,17:12:23,0.02,0.03,0,94
13263,,,,,,,,,,,,998.3,0,27.9,0,3.09,1,14,-77.0801,39.74037,143.23,20230528,17:12:24,0.03,0,0,94
13264,,,,,,,,,,,,998.19,0,27.9,0,3.09,1,15,-77.0801,39.74037,143.27,20230528,17:12:25,0.05,0,0,94
13265,,,,,,,,,,,,997.95,-0.01,27.8,0,3.09,1,16,-77.0801,39.74037,143.45,20230528,17:12:26,0.06,-0.06,0,94
13266,,,,,,,,,,,,998.28,0,27.8,0,3.09,1,17,-77.0801,39.74037,143.92,20230528,17:12:27,0.05,0.01,0,94
13267,,,,,,,,,,,,998.32,0,27.9,0,3.09,1,17,-77.0801,39.74037,144.16,20230528,17:12:28,0.01,0.05,0,94
13268,,,,,,,,,,,,998.16,0,27.8,0,3.09,1,17,-77.0801,39.74036,144.27,20230528,17:12:29,0.02,0.05,0,94
13269,,,,,,,,,,,,998.18,0,27.9,0,3.09,1,17,-77.0801,39.74036,144.68,20230528,17:12:30,0.06,0.09,0,94
13270,,,,,,,,,,,,998.17,0,27.9,0,3.09,1,17,-77.0801,39.74036,145.08,20230528,17:12:31,0.03,-0.01,0,94
13271,,,,,,,,,,,,998.26,0,27.9,0,3.07,1,17,-77.0801,39.74036,145.6,20230528,17:12:32,0.01,0.04,0,94
13272,,,,,,,,,,,,998.27,0,27.9,0,3.07,1,16,-77.0801,39.74036,145.94,20230528,17:12:33,0.02,0.01,0,94
13273,,,,,,,,,,,,998.1,0,27.9,0,3.07,1,16,-77.0801,39.74036,146.15,20230528,17:12:34,0.06,0.01,0,94
13274,,,,,,,,,,,,998.11,0,27.9,0,3.07,1,17,-77.0801,39.74036,146.48,20230528,17:12:35,0.01,0,0,94
13275,,,,,,,,,,,,998.18,0,27.8,0,3.07,1,17,-77.0801,39.74036,146.68,20230528,17:12:36,0.05,-0.09,0,94
13276,,,,,,,,,,,,998.12,0,27.9,0,3.07,1,16,-77.0801,39.74036,146.88,20230528,17:12:37,0.06,-0.06,0,94
13277,,,,,,,,,,,,998.09,0,27.9,0,3.07,1,16,-77.0801,39.74036,147.27,20230528,17:12:38,0.05,0.08,0,94
13278,,,,,,,,,,,,997.96,-0.01,27.9,0,3.07,1,16,-77.0801,39.74036,147.25,20230528,17:12:39,0.05,0.03,0,94
13279,,,,,,,,,,,,998.2,0,27.9,0,3.07,1,17,-77.0801,39.74036,147.27,20230528,17:12:40,0.11,0.12,0,94
13280,,,,,,,,,,,,998.08,0,27.9,0,3.07,1,17,-77.0801,39.74037,147.02,20230528,17:12:41,0.03,0.1,0.01,94
13281,,,,,,,,,,,,998.23,0,27.9,0,3.08,1,17,-77.0801,39.74037,146.44,20230528,17:12:42,0.03,0.03,0.01,94
13282,,,,,,,,,,,,998.2,0,27.9,0,3.08,1,17,-77.08011,39.74037,145.97,20230528,17:12:43,0.03,0,0.01,94
13283,,,,,,,,,,,,998.16,0,27.9,0,3.08,1,17,-77.08011,39.74037,145.46,20230528,17:12:44,0.05,0.01,0.01,94
13284,,,,,,,,,,,,998.04,0,27.9,0,3.08,1,17,-77.08012,39.74037,144.83,20230528,17:12:45,0.07,0.03,0.01,94
13285,,,,,,,,,,,,998.36,0.01,27.9,0,3.08,1,16,-77.08012,39.74037,144.44,20230528,17:12:46,0.07,-0.05,0.01,94
13286,,,,,,,,,,,,998.33,0.01,27.9,0,3.08,1,17,-77.08012,39.74037,144.2,20230528,17:12:47,0.06,-0.03,0.01,94
13287,,,,,,,,,,,,998.06,0,27.9,0,3.08,1,16,-77.08012,39.74037,143.81,20230528,17:12:48,0.01,-0.01,0.01,94
13288,,,,,,,,,,,,998.08,0,27.9,0,3.08,1,16,-77.08012,39.74037,143.42,20230528,17:12:49,0.05,0,0.01,94
13289,,,,,,,,,,,,998.33,0.01,28,0,3.08,1,17,-77.08012,39.74037,143.43,20230528,17:12:50,0.05,-0.06,0,94
13290,,,,,,,,,,,,998.24,0,27.9,0,3.08,1,17,-77.08013,39.74037,143.44,20230528,17:12:51,0.04,-0.05,0,94
13291,,,,,,,,,,,,998.07,0,28,0,3.08,1,17,-77.08013,39.74037,143.26,20230528,17:12:52,0.03,-0.02,0,94
13292,,,,,,,,,,,,998.07,0,28,0,3.08,1,16,-77.08013,39.74037,143.14,20230528,17:12:53,0.07,0.03,0,94
13293,,,,,,,,,,,,998.05,0,28,0,3.08,1,15,-77.08012,39.74037,142.82,20230528,17:12:54,0.06,-0.11,0,94
13294,,,,,,,,,,,,998.13,0,28,0,3.08,1,16,-77.08012,39.74037,143.16,20230528,17:12:55,0.05,0.05,0,94
13295,,,,,,,,,,,,998.2,0,28,0,3.08,1,16,-77.08012,39.74037,143.36,20230528,17:12:56,0.07,0.02,0,94
13296,,,,,,,,,,,,998.18,0,28,0,3.08,1,16,-77.08012,39.74037,143.49,20230528,17:12:57,0.11,-0.01,0,94
13297,,,,,,,,,,,,998,0,28,0,3.08,1,17,-77.08012,39.74037,143.33,20230528,17:12:58,0.07,-0.02,0,94
13298,,,,,,,,,,,,998.18,0,28,0,3.08,1,17,-77.08012,39.74037,143.32,20230528,17:12:59,0.07,0.07,0,94
13299,,,,,,,,,,,,998.14,0,28,0,3.08,1,16,-77.08012,39.74037,143.37,20230528,17:13:00,0.02,0.02,0,94
13300,,,,,,,,,,,,998.11,0,28,0,3.08,1,17,-77.08012,39.74037,143.35,20230528,17:13:01,0.04,0.03,0,94
13301,,,,,,,,,,,,998.37,0.01,28,0,3.09,1,17,-77.08012,39.74037,143.18,20230528,17:13:02,0.13,-0.07,0,94
13302,,,,,,,,,,,,998.17,0,28,0,3.09,1,17,-77.08013,39.74036,143.24,20230528,17:13:03,0.16,0.08,0,94
13303,,,,,,,,,,,,998.18,0,28,0,3.09,1,17,-77.08013,39.74036,143.35,20230528,17:13:04,0.06,0.01,0,94
13304,,,,,,,,,,,,998.02,0,28,0,3.09,1,17,-77.08013,39.74036,143.49,20230528,17:13:05,0.12,0.01,0,94
13305,,,,,,,,,,,,998.03,0,27.9,0,3.09,1,17,-77.08013,39.74036,143.62,20230528,17:13:06,0.07,0.06,0.01,94
13306,,,,,,,,,,,,997.92,-0.01,28,0,3.09,1,17,-77.08013,39.74036,143.96,20230528,17:13:07,0.05,0.05,0.01,94
13307,,,,,,,,,,,,998.18,0,28,0,3.09,1,17,-77.08013,39.74036,144.26,20230528,17:13:08,0.07,0.17,0.01,94
13308,,,,,,,,,,,,998.04,0,28,0,3.09,1,17,-77.08013,39.74036,144.5,20230528,17:13:09,0.09,0.06,0.01,94
13309,,,,,,,,,,,,998.21,0,28,0,3.09,1,17,-77.08013,39.74036,144.67,20230528,17:13:10,0.03,0.13,0.02,94
13310,,,,,,,,,,,,998.11,0,28,0,3.09,1,17,-77.08013,39.74036,144.84,20230528,17:13:11,0.09,0.02,0.02,94
13311,,,,,,,,,,,,997.98,0,28,0,3.07,1,17,-77.08013,39.74036,144.89,20230528,17:13:12,0.11,-0.03,0.01,94
13312,,,,,,,,,,,,998.04,0,28,0,3.07,1,16,-77.08013,39.74036,144.79,20230528,17:13:13,0.03,0.11,0.02,94
13313,,,,,,,,,,,,998.02,0,28,0,3.07,1,17,-77.08013,39.74036,144.83,20230528,17:13:14,0.05,0,0.02,94
13314,,,,,,,,,,,,998.14,0,28,0,3.07,1,17,-77.08013,39.74036,145,20230528,17:13:15,0.01,-0.05,0.02,94
13315,,,,,,,,,,,,998.27,0,28,0,3.07,1,17,-77.08013,39.74036,145.18,20230528,17:13:16,0.06,0.03,0.02,94
13316,,,,,,,,,,,,998.26,0,28,0,3.07,1,17,-77.08013,39.74036,145.16,20230528,17:13:17,0.02,-0.04,0.01,94
13317,,,,,,,,,,,,998.12,0,28,0,3.07,1,17,-77.08013,39.74036,145.21,20230528,17:13:18,0.07,-0.03,0.01,94
13318,,,,,,,,,,,,998.22,0,28,0,3.07,1,17,-77.08013,39.74036,145.57,20230528,17:13:19,0.07,0.03,0.01,94
13319,,,,,,,,,,,,998.1,0,28,0,3.07,1,17,-77.08013,39.74036,145.89,20230528,17:13:20,0.07,0,0.01,94
13320,,,,,,,,,,,,998.14,0,28,0,3.07,1,17,-77.08012,39.74036,146.32,20230528,17:13:21,0.03,-0.03,0.01,94
13321,,,,,,,,,,,,998.25,0,28,0,3.08,1,16,-77.08012,39.74036,146.66,20230528,17:13:22,0.1,0.08,0.01,94
13322,,,,,,,,,,,,998.04,0,28,0,3.08,1,16,-77.08012,39.74036,146.92,20230528,17:13:23,0.01,0,0.01,94
13323,,,,,,,,,,,,998.15,0,28,0,3.08,1,17,-77.08012,39.74036,147.49,20230528,17:13:24,0.06,0.06,0.01,94
13324,,,,,,,,,,,,998.03,0,28.1,0,3.08,1,17,-77.08012,39.74036,147.94,20230528,17:13:25,0.11,0.1,0.02,94
13325,,,,,,,,,,,,998.17,0,28,0,3.08,1,17,-77.08011,39.74036,148.13,20230528,17:13:26,0.11,-0.01,0.02,94
13326,,,,,,,,,,,,998.18,0,28,0,3.08,1,17,-77.08011,39.74036,147.96,20230528,17:13:27,0.03,-0.07,0.01,94
13327,,,,,,,,,,,,998.29,0,28,0,3.08,1,17,-77.08011,39.74036,147.84,20230528,17:13:28,0.1,-0.1,0.01,94
13328,,,,,,,,,,,,998.21,0,28.1,0,3.08,1,17,-77.08011,39.74036,148.11,20230528,17:13:29,0.11,0.08,0.01,94
13329,,,,,,,,,,,,998.17,0,28.1,0,3.08,1,17,-77.08011,39.74036,148.47,20230528,17:13:30,0.07,0.02,0.01,94
13330,,,,,,,,,,,,998.05,0,28.1,0,3.08,1,17,-77.08011,39.74036,149,20230528,17:13:31,0.05,0.04,0.01,94
13331,,,,,,,,,,,,998.16,0,28.1,0,3.07,1,17,-77.08011,39.74036,149.27,20230528,17:13:32,0.04,0.02,0.01,94
13332,,,,,,,,,,,,998.2,0,28.1,0,3.07,1,16,-77.08011,39.74036,149.39,20230528,17:13:33,0.04,0.02,0.01,94
13333,,,,,,,,,,,,998.22,0,28.1,0,3.07,1,17,-77.0801,39.74036,149.81,20230528,17:13:34,0.06,-0.02,0.01,94
13334,,,,,,,,,,,,998.22,0,28.1,0,3.07,1,17,-77.0801,39.74036,150.15,20230528,17:13:35,0.04,0,0.01,94
13335,,,,,,,,,,,,998.2,0,28.1,0,3.07,1,16,-77.0801,39.74036,150.32,20230528,17:13:36,0.06,0.14,0.02,94
13336,,,,,,,,,,,,998.25,0,28.1,0,3.07,1,15,-77.0801,39.74036,150.26,20230528,17:13:37,0.11,-0.01,0.01,94
13337,,,,,,,,,,,,997.85,-0.01,28.1,0,3.07,1,16,-77.0801,39.74035,150.18,20230528,17:13:38,0.03,0.08,0.02,94
13338,,,,,,,,,,,,998.08,0,28.1,0,3.07,1,16,-77.0801,39.74035,150.16,20230528,17:13:39,0.06,0.04,0.02,94
13339,,,,,,,,,,,,998.26,0,28.1,0,3.07,1,17,-77.0801,39.74035,150.14,20230528,17:13:40,0.1,0.03,0.02,94
13340,,,,,,,,,,,,998.12,0,28.1,0,3.07,1,17,-77.0801,39.74035,150.31,20230528,17:13:41,0.11,0.14,0.02,94
13341,,,,,,,,,,,,998.28,0,28.1,0,3.09,1,17,-77.0801,39.74036,150.29,20230528,17:13:42,0.03,0.04,0.02,94
13342,,,,,,,,,,,,998.07,0,28.1,0,3.09,1,17,-77.0801,39.74036,150.3,20230528,17:13:43,0.05,0.05,0.02,94
13343,,,,,,,,,,,,998.33,0.01,28.1,0,3.09,1,16,-77.0801,39.74036,149.93,20230528,17:13:44,0.09,-0.02,0.02,94
13344,,,,,,,,,,,,998.29,0,28.1,0,3.09,1,15,-77.0801,39.74036,149.85,20230528,17:13:45,0.08,-0.07,0.02,94
13345,,,,,,,,,,,,998.16,0,28.1,0,3.09,1,17,-77.0801,39.74036,150.02,20230528,17:13:46,0.06,0.03,0.02,94
13346,,,,,,,,,,,,998.09,0,28.1,0,3.09,1,17,-77.0801,39.74036,150.07,20230528,17:13:47,0.05,-0.04,0.02,94
13347,,,,,,,,,,,,998.1,0,28.1,0,3.09,1,17,-77.0801,39.74036,150.03,20230528,17:13:48,0.02,-0.09,0.01,94
13348,,,,,,,,,,,,998.18,0,28.1,0,3.09,1,16,-77.0801,39.74036,149.89,20230528,17:13:49,0.03,-0.03,0.01,94
13349,,,,,,,,,,,,997.85,-0.01,28.1,0,3.09,1,17,-77.0801,39.74036,149.3,20230528,17:13:50,0.08,-0.06,0.01,94
13350,,,,,,,,,,,,998.3,0,28.1,0,3.09,1,17,-77.08009,39.74036,149.42,20230528,17:13:51,0.03,0.03,0.01,94
13351,,,,,,,,,,,,998.16,0,28.1,0,3.08,1,16,-77.08009,39.74036,149.53,20230528,17:13:52,0.16,0.17,0.01,94
13352,,,,,,,,,,,,997.94,-0.01,28.1,0,3.08,1,17,-77.08009,39.74036,149.65,20230528,17:13:53,0.03,0.02,0.01,94
13353,,,,,,,,,,,,998.23,0,28.1,0,3.08,1,17,-77.08009,39.74036,149.92,20230528,17:13:54,0,0.03,0.01,94
13354,,,,,,,,,,,,998.08,0,28.1,0,3.08,1,16,-77.08009,39.74036,150.14,20230528,17:13:55,0.08,-0.03,0.01,94
13355,,,,,,,,,,,,997.9,-0.01,28.1,0,3.08,1,16,-77.08009,39.74036,150.37,20230528,17:13:56,0.03,0.04,0.01,94
13356,,,,,,,,,,,,997.94,-0.01,28.2,0,3.08,1,16,-77.08009,39.74036,150.75,20230528,17:13:57,0.06,0.07,0.02,94
13357,,,,,,,,,,,,998.09,0,28.2,0,3.08,1,16,-77.08009,39.74036,150.81,20230528,17:13:58,0.04,0.09,0.02,94
13358,,,,,,,,,,,,998.23,0,28.2,0,3.08,1,16,-77.08009,39.74036,150.64,20230528,17:13:59,0.03,0.02,0.02,94
13359,,,,,,,,,,,,998.23,0,28.1,0,3.08,1,17,-77.08009,39.74036,150.58,20230528,17:14:00,0.04,0.01,0.02,94
13360,,,,,,,,,,,,998.12,0,28.2,0,3.08,1,16,-77.08009,39.74036,150.54,20230528,17:14:01,0.03,-0.01,0.02,94
13361,,,,,,,,,,,,998.12,0,28.2,0,3.08,1,16,-77.08009,39.74036,150.68,20230528,17:14:02,0.05,0.05,0.02,94
13362,,,,,,,,,,,,998.19,0,28.2,0,3.08,1,17,-77.08009,39.74036,150.63,20230528,17:14:03,0.07,0.12,0.02,94
13363,,,,,,,,,,,,998.24,0,28.2,0,3.08,1,16,-77.08009,39.74036,150.71,20230528,17:14:04,0.07,0.07,0.02,94
13364,,,,,,,,,,,,997.98,0,28.2,0,3.08,1,15,-77.08009,39.74036,150.31,20230528,17:14:05,0.03,0.02,0.02,94
13365,,,,,,,,,,,,998.14,0,28.2,0,3.08,1,15,-77.0801,39.74036,149.82,20230528,17:14:06,0.06,-0.07,0.02,94
13366,,,,,,,,,,,,998.08,0,28.2,0,3.08,1,15,-77.0801,39.74036,149.67,20230528,17:14:07,0.12,0,0.02,94
13367,,,,,,,,,,,,997.9,-0.01,28.2,0,3.08,1,16,-77.0801,39.74035,150.06,20230528,17:14:08,0.03,0.06,0.02,94
13368,,,,,,,,,,,,998.02,0,28.2,0,3.08,1,16,-77.0801,39.74035,150.28,20230528,17:14:09,0.04,0.01,0.02,94
13369,,,,,,,,,,,,998.19,0,28.2,0,3.08,1,16,-77.0801,39.74035,150.42,20230528,17:14:10,0.02,-0.03,0.02,94
13370,,,,,,,,,,,,998.03,0,28.2,0,3.08,1,16,-77.0801,39.74035,150.2,20230528,17:14:11,0.03,-0.05,0.02,94
13371,,,,,,,,,,,,998.06,0,28.2,0,3.08,1,16,-77.0801,39.74035,149.83,20230528,17:14:12,0.06,-0.05,0.01,94
13372,,,,,,,,,,,,998.35,0.01,28.2,0,3.08,1,17,-77.0801,39.74035,149.49,20230528,17:14:13,0.06,-0.01,0.01,94
13373,,,,,,,,,,,,997.91,-0.01,28.2,0,3.08,1,16,-77.0801,39.74035,149.28,20230528,17:14:14,0.05,-0.04,0.01,94
13374,,,,,,,,,,,,998.16,0,28.2,0,3.08,1,17,-77.08009,39.74035,149.14,20230528,17:14:15,0.02,-0.04,0.01,94
13375,,,,,,,,,,,,998.08,0,28.2,0,3.08,1,17,-77.08009,39.74035,149.21,20230528,17:14:16,0.03,0.03,0.01,94
13376,,,,,,,,,,,,998.13,0,28.2,0,3.08,1,17,-77.08009,39.74035,149.2,20230528,17:14:17,0.04,0.12,0.01,94
13377,,,,,,,,,,,,998.08,0,28.2,0,3.08,1,17,-77.08009,39.74035,149.18,20230528,17:14:18,0.04,0.03,0.02,94
13378,,,,,,,,,,,,998.23,0,28.2,0,3.08,1,17,-77.08009,39.74035,149.23,20230528,17:14:19,0.03,-0.03,0.01,94
13379,,,,,,,,,,,,998.17,0,28.2,0,3.08,1,17,-77.08009,39.74035,149.05,20230528,17:14:20,0.08,-0.02,0.01,94
13380,,,,,,,,,,,,998.17,0,28.2,0,3.08,1,16,-77.08009,39.74035,148.99,20230528,17:14:21,0.08,0.12,0.02,94
13381,,,,,,,,,,,,998,0,28.2,0,3.08,1,16,-77.08009,39.74035,148.81,20230528,17:14:22,0.09,0.06,0.02,94
13382,,,,,,,,,,,,997.92,-0.01,28.2,0,3.08,1,16,-77.08008,39.74035,148.72,20230528,17:14:23,0.06,0.08,0.02,94
13383,,,,,,,,,,,,998.09,0,28.2,0,3.08,1,17,-77.08008,39.74035,148.63,20230528,17:14:24,0.04,0,0.02,94
13384,,,,,,,,,,,,998.12,0,28.3,0,3.08,1,17,-77.08008,39.74035,148.68,20230528,17:14:25,0.04,0.04,0.02,94
13385,,,,,,,,,,,,997.83,-0.01,28.3,0,3.08,1,16,-77.08009,39.74035,149.03,20230528,17:14:26,0.04,0.03,0.02,94
13386,,,,,,,,,,,,998.02,0,28.2,0,3.08,1,16,-77.08009,39.74035,149.21,20230528,17:14:27,0.03,0.1,0.02,94
13387,,,,,,,,,,,,997.86,-0.01,28.2,0,3.08,1,16,-77.08009,39.74035,149.2,20230528,17:14:28,0.06,0.01,0.02,94
13388,,,,,,,,,,,,998.28,0.01,28.2,0,3.08,1,16,-77.08009,39.74035,149.03,20230528,17:14:29,0.07,-0.06,0.02,94
13389,,,,,,,,,,,,998.16,0,28.2,0,3.08,1,15,-77.08009,39.74035,148.85,20230528,17:14:30,0.03,0,0.02,94
13390,,,,,,,,,,,,997.92,-0.01,28.2,0,3.08,1,15,-77.08009,39.74036,148.76,20230528,17:14:31,0.12,-0.08,0.02,94
13391,,,,,,,,,,,,998.21,0,28.2,0,3.08,1,17,-77.08008,39.74036,148.61,20230528,17:14:32,0.03,-0.04,0.01,94
13392,,,,,,,,,,,,998.12,0,28.2,0,3.08,1,17,-77.08008,39.74036,148.37,20230528,17:14:33,0.06,-0.03,0.01,94
13393,,,,,,,,,,,,998.2,0,28.3,0,3.08,1,17,-77.08007,39.74036,148.34,20230528,17:14:34,0.06,-0.01,0.01,94
13394,,,,,,,,,,,,997.87,-0.01,28.2,0,3.08,1,17,-77.08007,39.74036,148.54,20230528,17:14:35,0.05,0.07,0.01,94
13395,,,,,,,,,,,,998.26,0,28.3,0,3.08,1,17,-77.08007,39.74036,148.58,20230528,17:14:36,0.05,0.01,0.01,94
13396,,,,,,,,,,,,998.2,0,28.3,0,3.08,1,17,-77.08007,39.74036,148.82,20230528,17:14:37,0.05,0.09,0.02,94
13397,,,,,,,,,,,,998.12,0,28.3,0,3.08,1,16,-77.08007,39.74036,149.07,20230528,17:14:38,0.03,-0.02,0.01,94
13398,,,,,,,,,,,,998.1,0,28.3,0,3.08,1,16,-77.08007,39.74036,149.01,20230528,17:14:39,0.05,-0.08,0.01,94
13399,,,,,,,,,,,,997.98,0,28.3,0,3.08,1,14,-77.08007,39.74036,148.96,20230528,17:14:40,0.06,0,0.01,94
13400,,,,,,,,,,,,998.1,0,28.3,0,3.08,1,16,-77.08007,39.74036,149.01,20230528,17:14:41,0.02,0.04,0.01,94
13401,,,,,,,,,,,,998.22,0,28.3,0,3.08,1,17,-77.08007,39.74036,148.95,20230528,17:14:42,0.04,0.04,0.01,94
13402,,,,,,,,,,,,998.02,0,28.3,0,3.08,1,17,-77.08007,39.74036,149.06,20230528,17:14:43,0.08,0.17,0.02,94
13403,,,,,,,,,,,,998.31,0.01,28.3,0,3.08,1,16,-77.08007,39.74036,149.1,20230528,17:14:44,0.09,-0.01,0.02,94
13404,,,,,,,,,,,,998.46,0.01,28.3,0,3.08,1,17,-77.08007,39.74036,149.53,20230528,17:14:45,0.06,-0.02,0.02,94
13405,,,,,,,,,,,,997.95,-0.01,28.3,0,3.08,1,17,-77.08007,39.74036,149.98,20230528,17:14:46,0.02,0.02,0.02,94
13406,,,,,,,,,,,,998.1,0,28.3,0,3.08,1,16,-77.08007,39.74036,149.92,20230528,17:14:47,0.08,0.08,0.02,94
13407,,,,,,,,,,,,998.15,0,28.3,0,3.08,1,17,-77.08007,39.74036,150,20230528,17:14:48,0.09,-0.05,0.02,94
13408,,,,,,,,,,,,998.07,0,28.3,0,3.08,1,17,-77.08007,39.74036,150.11,20230528,17:14:49,0.15,0.02,0.02,94
13409,,,,,,,,,,,,998.17,0,28.3,0,3.08,1,17,-77.08007,39.74036,150.11,20230528,17:14:50,0.06,0.07,0.02,94
13410,,,,,,,,,,,,998.14,0,28.3,0,3.08,1,17,-77.08007,39.74036,150.37,20230528,17:14:51,0.05,0.06,0.02,94
13411,,,,,,,,,,,,998.04,0,28.3,0,3.09,1,17,-77.08007,39.74036,150.51,20230528,17:14:52,0.01,0.04,0.02,94
13412,,,,,,,,,,,,998.19,0,28.3,0,3.09,1,17,-77.08007,39.74036,150.39,20230528,17:14:53,0.1,0.07,0.02,94
13413,,,,,,,,,,,,998.02,0,28.3,0,3.09,1,16,-77.08008,39.74036,150.28,20230528,17:14:54,0.03,-0.12,0.02,94
13414,,,,,,,,,,,,998.2,0,28.3,0,3.09,1,16,-77.08008,39.74036,150.49,20230528,17:14:55,0.11,0.02,0.02,94
